,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.8333333333333334,0.8333333333333334,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6481481481481481,0.6481481481481481,0.1532425880432129,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.1532425880432129,0,0.13712929167685253,0.10327782755697805,0.1422851927948981,0.17665334341476419,0.07362287928761695,0.09978302371404582,0.13169701376003656,0.08447851923399072,0.05107290856081693
4,glass,001 knn,004 l1,0.7037037037037037,0.7037037037037037,0.0038492679595947266,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5740740740740741,0.5740740740740741,0.025704622268676758,0,True,False,True,False,False,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.6111111111111112,0.6111111111111112,0.025704622268676758,0,0.09999999999999998,0.0,1.0,0.07499999999999996,0.050000000000000044,0.07692307692307693,0.19999999999999996,0.95,0.5384615384615384
7,glass,001 knn,006 forward selection,0.6666666666666666,0.6666666666666666,6.3935017585754395,0,True,False,False,False,True,True,False,True,False
8,glass,001 knn,007 backward selection,0.6666666666666666,0.6666666666666666,3.551692008972168,0,True,False,True,True,True,False,True,True,False
9,glass,001 knn,008 stepwise selection,0.6481481481481481,0.6481481481481481,2.141256093978882,0,True,False,False,False,False,True,True,False,False
10,glass,001 knn,009 bayesian selection,0.7407407407407407,0.7407407407407407,30.323291063308716,9,False,True,True,True,True,True,False,True,False
11,glass,001 knn,013 bayesian weighting,0.7962962962962963,0.7962962962962963,77.70368647575378,373,0.07185941923943935,0.05039040134506932,0.826115902999988,0.7297687598117457,0.8130898442106183,0.37526885963172835,0.15853162786560102,0.895904227199759,0.10262886689210114
