,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.75,0.75,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.7692307692307693,0.7692307692307693,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.75,0.75,0.16367030143737793,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.7307692307692307,0.7307692307692306,0.16367030143737793,0,0.01963531110836606,0.01158109707097896,0.006005307390689607,0.011763955009669992,0.014445854904569157,0.014506308538058616,0.013577588605997773,0.010015694109147735,0.04189617556636703,0.05941163879139428,0.07350792279584233,0.06145236563444302,0.014889192389172223,0.011486294690659279,0.016063708821765516,0.014055178276883731,0.015751866857120645,0.010695620741126214,0.007202778856738462,0.023327320010544668,0.02317921163452626,0.008831554160670746,0.007048391057343462,0.009008458073493915,0.006634360362282062,0.012210434632514923,0.01220886569920141,0.01184534526248861,0.011752684572276057,0.008493746048207624,0.01518199412163843,0.013771592954662173,0.007557883881477023,0.005375546368810516,0.018632263780261348,0.03162769436120337,0.020743785169408533,0.008997035379487326,0.011526308006585204,0.010703509765290997,0.008489558491238213,0.006246542114990059,0.015020413247563782,0.008854915679054673,0.024539505667915507,0.02154872031747655,0.010883273555794108,0.030056662339099097,0.03596826494723442,0.013889712199200807,0.017746527391752333,0.02863316206729495,0.008640457780220965,0.014278689571426617,0.009137565521203313,0.010424118417352928,0.004649048471830602,0.011711880637196179,0.005976347346479844,0.006702788774309894
4,sonar,001 knn,004 l1,0.6923076923076923,0.6923076923076923,0.004190921783447266,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.6730769230769231,0.6730769230769231,0.015946626663208008,0,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True
6,sonar,001 knn,012 relieff weighting,0.6538461538461539,0.6538461538461539,0.015946626663208008,0,0.03555555555555556,0.03555555555555556,0.026666666666666616,0.06222222222222218,0.026666666666666616,0.03555555555555556,0.03555555555555556,0.0444444444444444,0.03555555555555556,0.053333333333333344,0.0444444444444444,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.026666666666666616,0.03555555555555556,0.0444444444444444,0.03555555555555556,0.03555555555555556,0.01777777777777778,0.053333333333333344,0.053333333333333344,0.0444444444444444,0.026666666666666616,0.053333333333333344,0.14222222222222225,0.06222222222222218,0.09777777777777774,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.0444444444444444,0.03555555555555556,0.053333333333333344,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.03555555555555556,0.0444444444444444,0.053333333333333344,0.07111111111111112,0.06222222222222218,0.07999999999999996,0.026666666666666616,0.0,0.06222222222222218,0.053333333333333344,0.07999999999999996
7,sonar,001 knn,006 forward selection,0.7307692307692307,0.7307692307692306,28.31986165046692,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,sonar,001 knn,007 backward selection,0.6730769230769231,0.6730769230769231,34.70848226547241,0,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.7307692307692307,0.7307692307692306,28.565912008285522,0,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False
