,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,1475.262641509434,0.8717828624709594,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,685.4006816269639,0.9404308690629168,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,1475.262641509434,0.8717828624709594,0.014199972152709961,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,1530.3358490566036,0.8669963730503258,0.014199972152709961,0,0.3069822036245505,0.7738987382290408,0.8578224822994797,0.6568940536758237,0.5827122202838613,0.6568120076492664
4,machine,001 knn,003 feature importance selection,2966.2128301886796,0.7422022982974896,0.13158416748046875,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,1497.8958490566038,0.8698157787780995,0.13158416748046875,0,0.024991657165103643,0.09623501665903253,0.6210941316156717,0.14164435182752927,0.07460146266614796,0.04143338006651495
6,machine,001 knn,004 l1,1497.8958490566038,0.8698157787780995,0.004714250564575195,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,3114.1667924528297,0.7293434127039526,0.02405381202697754,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,1360.110754716981,0.8817908738515567,0.02405381202697754,0,1.0,0.2949640287769784,0.13189448441247004,0.36211031175059955,0.16546762589928057,0.7985611510791367
9,machine,001 knn,006 forward selection,1865.6654716981134,0.8378524069970699,2.7852227687835693,0,True,False,True,True,False,False
10,machine,001 knn,007 backward selection,1865.6654716981134,0.8378524069970699,2.0800321102142334,0,True,False,True,True,False,False
11,machine,001 knn,008 stepwise selection,1865.6654716981134,0.8378524069970699,3.4506499767303467,0,True,False,True,True,False,False
12,machine,001 knn,009 bayesian selection,1360.110754716981,0.8817908738515567,29.014283895492554,80,True,True,True,True,True,True
13,machine,001 knn,013 bayesian weighting,1252.985471698113,0.8911012818827763,73.79977536201477,431,0.502714513817843,0.2663352402076853,0.7401937610492532,0.44770634224742795,0.8645293419486657,0.21387923543583767
