,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,1.9938600611305963,0.01974538756359756,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.2886755650087522,-0.1251967089897854,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,1.9828705985124184,0.025148209772473007,0.021616458892822266,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.0032880904008654,0.015110223161374448,0.021616458892822266,0,0.06891287671807411,0.026599656798487765,0.06940891362221642,0.025085401641117624,0.05901259105501453,0.04299083305078993,0.024556560591067016,0.008613877272438493,0.037687773395070366,0.031616561485150664,0.0805595172841091,0.06240332563099604
4,fire,001 knn,003 feature importance selection,2.0641177251014353,-0.014795852571063417,0.2517693042755127,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.0090505926201296,0.012277166072901746,0.2517693042755127,0,0.083522638388302,0.0734975270509693,0.03036781179038584,0.05301549604691726,0.07385713754276975,0.10845782590784872,0.09254874967808567,0.08197241757708541,0.17279686389047108,0.13013375126170823,0.09953695137254867,0.0002928294929080822
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.0168374729661886,0.008448850573474775,0.03601980209350586,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.047028025012263,-0.0063939302575852786,0.03601980209350586,0,0.25984251968503935,0.8877284595300261,0.6553524804177546,0.3359580052493438,0.7821522309711286,0.8451443569553806,0.8451443569553806,0.800524934383202,1.0,0.926509186351706,0.6377952755905512,0.0
9,fire,001 knn,006 forward selection,2.1304766222290343,-0.04742031616989628,6.945493698120117,0,False,False,False,False,False,True,False,True,False,False,False,False
10,fire,001 knn,007 backward selection,2.024233189430578,0.004812845560977053,2.6994335651397705,0,True,True,True,True,True,True,False,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,2.056199259515898,-0.010902844949836288,2.8052873611450195,0,True,False,False,False,False,True,True,False,False,False,True,True
12,fire,001 knn,009 bayesian selection,1.980857851345859,0.026137749977500957,32.76047658920288,179,False,False,True,False,True,True,True,False,True,False,True,False
13,fire,001 knn,013 bayesian weighting,1.9050745162572003,0.06339561235945146,83.65225505828857,302,0.891153994063928,0.11434453927462201,0.16280333237782846,0.2043161274340028,0.3686683694806945,0.035408797553801774,0.63750490409485,0.8455665152794001,0.9997334824120534,0.1877253078460243,0.03625418970657139,0.053783209098771254
