,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,19.853857130865443,0.0863485724365326,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,13.902363678444436,0.36022938325820564,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,19.853857130865443,0.0863485724365326,0.04175901412963867,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,18.202719717955176,0.16233199694015987,0.04175901412963867,0,0.034504696571938005,0.06632836579352965,0.1217309964637202,0.07899129717161125,0.0887799317762306,0.020980702516662706,0.20207854622599972,0.09496017721860646,0.0035411008028192873,0.1029449431432014,0.02298708014005157,0.06804856088965065,0.0493933115362953,0.12134764344124904,0.37329596690416555,0.10953628074706963,0.014930927839857956,0.17067352509446448,0.029294822081756627,0.08680796252903752,0.1662491134288786,,0.0900647094647516,0.06592454659730927,0.029399724525839825,0.17069796433936235,0.03821992286636846,0.06135923695147391,0.08212710187911897,0.015088228228446103
4,student,001 knn,003 feature importance selection,23.086907859761048,-0.06243266409449788,0.1986243724822998,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,18.804555247768544,0.13463622541586706,0.1986243724822998,0,0.009046221985618757,0.01845650511933951,0.04773190430924063,0.012299538156697178,0.016941155581281765,0.006650775454866495,0.0340668519468053,0.03228166993118707,0.01364781342340746,0.00952639904582944,0.012029873594550624,0.014994154073400368,0.02436255362649993,0.03965270311231762,0.141877459298136,0.027937929777924198,0.01619373779127487,0.015553796771136132,0.02044113434736439,0.015439536958106728,0.01216749333901449,0.0,0.027795525121097935,0.028893770749646455,0.04321447615790594,0.0603911368232961,0.011568457641749115,0.038600773410874374,0.04765030509390272,0.20058634735752828
6,student,001 knn,004 l1,19.429922493634404,0.1058575516714837,0.017135143280029297,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,18.90335487842413,0.13008958125517733,0.04679250717163086,0,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,19.14393239878004,0.1190184834093514,0.04679250717163086,0,0.14253393665158376,0.497737556561086,0.4472843450479233,0.3212669683257918,0.4072398190045249,0.1244343891402715,0.9705882352941176,0.17252396166134185,0.1470588235294118,0.0565610859728507,0.43665158371040724,0.4321266968325792,0.7601809954751131,0.1182108626198083,0.43891402714932126,0.15158371040723984,0.48416289592760176,0.4909502262443439,0.5520361990950227,0.2850678733031674,0.04751131221719462,0.0,0.4072398190045249,0.08945686900958466,0.3450479233226837,0.4472843450479233,0.6176470588235294,0.28753993610223644,0.49201277955271566,1.0
9,student,001 knn,006 forward selection,17.483785220627325,0.19541652683672317,10.438553810119629,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,student,001 knn,007 backward selection,19.181202607795406,0.11730335171237072,19.197880506515503,0,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True
11,student,001 knn,008 stepwise selection,18.604297825904474,0.14385183919611544,17.412640810012817,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,True
12,student,001 knn,009 bayesian selection,14.598309969501106,0.32820274389335846,42.81005644798279,199,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True
13,student,001 knn,013 bayesian weighting,14.414589104339798,0.3366573645558023,111.4771339893341,405,0.9220809807507132,0.31418396402458393,0.5228869383275683,0.7339728470655056,0.4123702747795839,0.611528020578309,0.15182489793093765,0.39950698743151214,0.7676840259451309,0.0019367731024622255,0.9770202564488086,0.5277130662991001,0.5853968758746562,0.3096846561656938,0.6764591658200318,0.5838013497186513,0.05314116008871852,0.06248773936327698,0.6666857128828493,0.3502960951047022,0.12337828147554974,0.5168189057982364,0.43765932281611564,0.3397523333722688,0.17651330446168914,0.08093545832684979,0.9003587866534298,0.1075116211901121,0.024913003503591463,0.9640107431870234
