,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.8148148148148148,0.8148148148148148,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6111111111111112,0.6111111111111112,0.15428566932678223,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.15428566932678223,0,0.15089360281867034,0.10495634250788725,0.15166668895323454,0.17631064277416195,0.08019196865036596,0.08837452317445421,0.1273352708716432,0.07511615525298962,0.045154804996592884
4,glass,001 knn,004 l1,0.7037037037037037,0.7037037037037037,0.003737926483154297,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6296296296296297,0.6296296296296297,0.03261709213256836,0,True,True,True,False,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.6296296296296297,0.6296296296296297,0.03261709213256836,0,0.21818181818181814,0.1454545454545455,0.6545454545454545,0.036363636363636376,0.0,0.2727272727272727,0.0,1.0,0.7454545454545455
7,glass,001 knn,006 forward selection,0.6481481481481481,0.6481481481481481,4.2694151401519775,0,False,False,True,True,False,True,False,False,False
8,glass,001 knn,007 backward selection,0.6296296296296297,0.6296296296296297,2.0478453636169434,0,True,True,True,False,True,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.7222222222222222,0.7222222222222222,2.1052958965301514,0,True,False,True,True,False,True,False,True,False
10,glass,001 knn,009 bayesian selection,0.7407407407407407,0.7407407407407407,30.609357357025146,37,True,False,True,True,True,False,False,True,False
11,glass,001 knn,013 bayesian weighting,0.8148148148148148,0.8148148148148148,78.10744976997375,124,0.9989807828808196,0.9368869317216801,0.3716756782477379,0.8083980283246396,0.4385908539311063,0.5525061048653306,0.6710034988197922,0.9575639001354098,0.15201524009023104
