,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9777777777777777,0.9777777777777777,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.8666666666666667,0.8666666666666667,0.14680743217468262,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,1.0,1.0,0.14680743217468262,0,0.10646748726765899,0.026679573947687742,0.013310644163524192,0.03161848058954898,0.036476949124918674,0.05635699023009393,0.188187575744273,0.013436072161592415,0.016479997449162207,0.2028176037343099,0.05498333959925562,0.12220355037671855,0.1309817356112558
4,wine,001 knn,004 l1,1.0,1.0,0.003894805908203125,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.9555555555555556,0.9555555555555556,0.036499738693237305,0,False,False,True,True,True,False,True,True,True,False,True,True,True
6,wine,001 knn,012 relieff weighting,0.9777777777777777,0.9777777777777777,0.036499738693237305,0,0.009638554216867434,0.009638554216867434,0.03373493975903619,0.10120481927710845,0.05783132530120483,0.0,0.02409638554216864,0.1542168674698795,0.03855421686746985,0.009638554216867434,0.014457831325301207,0.014457831325301207,0.014457831325301207
7,wine,001 knn,006 forward selection,0.9555555555555556,0.9555555555555556,6.117117881774902,0,False,False,False,False,False,False,True,False,False,True,False,True,False
8,wine,001 knn,007 backward selection,0.9555555555555556,0.9555555555555556,2.980048894882202,0,False,True,True,True,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.9555555555555556,0.9555555555555556,4.617371559143066,0,True,False,False,True,False,True,True,True,True,True,False,True,False
10,wine,001 knn,009 bayesian selection,0.9777777777777777,0.9777777777777777,32.812737464904785,19,True,True,True,True,True,True,True,True,True,True,False,False,True
11,wine,001 knn,013 bayesian weighting,1.0,1.0,85.00025200843811,32,0.9291489190212443,0.93630652231381,0.6426083502204345,0.07917883733490443,0.9784629384102346,0.9922291429210133,0.16578353421326505,0.18601611692615483,0.8030326543468763,0.009814045750730591,0.8540638167262721,0.1922350088882736,0.45731983469191134
