,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,14333.687169811325,0.5170122947040035,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,5585.253693296587,0.8117993763319437,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,14333.687169811325,0.5170122947040035,0.014173030853271484,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,13903.352830188676,0.5315128340796753,0.014173030853271484,0,0.33159069671709357,0.8709151788341394,0.8850330718937862,0.6832900198704955,0.6379590289707263,0.5989870535611608
4,machine,001 knn,003 feature importance selection,13817.342075471695,0.5344110511650199,0.12681102752685547,0,False,True,True,True,False,True
5,machine,001 knn,011 feature importance weighting,16807.357735849055,0.4336595288598374,0.12681102752685547,0,0.01632396157307088,0.24587733096910863,0.5213820020311053,0.06331307495159451,0.12182748076110794,0.03127614971401277
6,machine,001 knn,004 l1,16807.357735849055,0.4336595288598374,0.0058939456939697266,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,16940.171509433967,0.42918423796116456,0.04368758201599121,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,16040.36396226415,0.4595041394119851,0.04368758201599121,0,1.0,0.44352617079889806,0.18457300275482094,0.32231404958677684,0.013774104683195593,0.977961432506887
9,machine,001 knn,006 forward selection,11006.520566037738,0.6291244500800881,2.8044793605804443,0,True,False,True,True,False,False
10,machine,001 knn,007 backward selection,10998.600566037736,0.6293913222798667,1.7284843921661377,0,True,False,True,True,True,False
11,machine,001 knn,008 stepwise selection,10998.600566037736,0.6293913222798667,2.7472164630889893,0,True,False,True,True,True,False
12,machine,001 knn,009 bayesian selection,10998.600566037736,0.6293913222798667,29.082327365875244,29,True,False,True,True,True,False
13,machine,001 knn,013 bayesian weighting,8548.48,0.7119505476815099,74.5820779800415,478,0.6166843176606194,3.32653842088658e-05,0.2441859470598177,0.8838654531350859,0.5145628618355961,0.01779715721042311
