,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.861271676300578,0.861271676300578,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.9075144508670521,0.9075144508670521,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8959537572254336,0.8959537572254335,0.16687846183776855,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8670520231213873,0.8670520231213873,0.16687846183776855,0,0.010999186798719817,0.07826748210047167,0.08828378876892534,0.015574222967165641,0.08310283750244998,0.03026736171690692,0.09869272271101355,0.24526366971767957,0.05792684734401487,0.10891984575698226,0.012308583487880552,0.010519359475225015,0.07599996583150335,0.08387412582106167
4,australian,001 knn,004 l1,0.8670520231213873,0.8670520231213873,0.0040569305419921875,0,False,False,False,False,True,False,True,True,True,True,False,False,False,False
5,australian,001 knn,005 relieff selection,0.8786127167630058,0.8786127167630058,0.055747032165527344,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.055747032165527344,0,0.8286683630195081,0.0,0.007048458149779724,0.9117896522476675,0.5145374449339207,0.3638676844783715,0.13039647577092506,1.0,0.8592027141645462,0.15521628498727735,0.8015267175572519,0.9694656488549618,0.2202643171806168,0.35418502202643176
7,australian,001 knn,006 forward selection,0.884393063583815,0.884393063583815,3.481553554534912,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8728323699421965,0.8728323699421965,4.876078844070435,0,False,True,True,True,True,True,False,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.884393063583815,0.884393063583815,3.470125198364258,0,True,False,False,False,True,False,False,True,True,False,True,True,True,True
10,australian,001 knn,009 bayesian selection,0.9017341040462428,0.9017341040462428,33.88255047798157,38,True,True,True,True,True,False,False,True,False,True,True,False,True,False
11,australian,001 knn,013 bayesian weighting,0.930635838150289,0.930635838150289,87.75430083274841,498,0.08360145735983267,0.24305390492218532,0.23581669209625178,0.5522938383945674,0.14204779202626155,0.6764078726687308,0.13925439381577046,0.3524307086313751,0.9007985260815148,0.8858035111367193,0.05418331788508629,0.46318835856329116,0.3171649171649192,0.06453793340360854
