,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,32.26211325984252,0.699664471228352,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,8.254837466876957,0.9231537948066021,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,31.572779716535436,0.7060816377841109,0.00895071029663086,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,26.57727848818897,0.7525859225720001,0.00895071029663086,0,0.4022464112266343,0.3980310991474154,0.49836196616260076,0.0754129695652929,0.4308950313815645,0.673624763960491,0.392323313283329,0.27196957938074506,0.3805688280481095,0.46471707181486477,0.5150778132449774,0.3337080044576717,0.7154078147357473
4,boston,001 knn,003 feature importance selection,24.208183433070868,0.7746403803924939,0.27161669731140137,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,17.883443779527557,0.8335188553668643,0.27161669731140137,0,0.02927034096890809,0.0013980975072331594,0.00745085840229201,0.0021773573596910994,0.02117551528812219,0.4254422007328615,0.015904830307330222,0.07229383995589676,0.0037601911455046673,0.01725208922676785,0.023149813983169086,0.01613508623035652,0.364589778891867
6,boston,001 knn,004 l1,18.34082444094488,0.8292609922290617,0.006800413131713867,0,False,False,False,False,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,17.88731527559055,0.8334828147080318,0.059270620346069336,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,17.917941921259843,0.8331977041280921,0.059270620346069336,0,1.0,0.3777452415812591,0.8038067349926794,0.0,0.24163027656477437,0.9970887918486172,0.9621542940320232,0.9286754002911208,0.6178623718887262,0.8038067349926794,0.7496339677891655,0.8049490538573508,0.9970887918486172
9,boston,001 knn,006 forward selection,18.07450481889764,0.8317402236379161,7.545193910598755,0,False,False,False,False,False,True,False,False,False,True,True,False,True
10,boston,001 knn,007 backward selection,18.091393889763783,0.831582999342403,8.121832847595215,0,False,False,False,False,True,True,False,False,True,True,True,True,True
11,boston,001 knn,008 stepwise selection,18.091393889763783,0.831582999342403,8.985612154006958,0,False,False,False,False,True,True,False,False,True,True,True,True,True
12,boston,001 knn,009 bayesian selection,17.917066708661416,0.8332058516860782,32.92009663581848,175,True,False,True,True,True,True,True,True,True,True,True,False,True
13,boston,001 knn,013 bayesian weighting,15.47384,0.8559504183406192,85.1315598487854,461,0.9999021836095106,0.16869276369272868,0.9777067343540276,0.15091810179461032,0.7541070519704715,0.10650405462227015,0.06989914961513344,0.3761532941710076,0.5468657064121439,0.9230985244197978,0.710169094850783,0.39856993930329454,0.2441755987944243
