,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9333333333333333,0.9333333333333333,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.8444444444444444,0.8444444444444444,0.1444993019104004,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9555555555555556,0.9555555555555556,0.1444993019104004,0,0.11712118297822194,0.030762929172426037,0.01708756731253331,0.025153906131983803,0.02646994179583807,0.07308184237119508,0.14571896286728403,0.01630110670188068,0.01668417556077324,0.16303492245231918,0.07383670820260865,0.09776383720803103,0.196982917244905
4,wine,001 knn,004 l1,0.9555555555555556,0.9555555555555556,0.0038874149322509766,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.8888888888888888,0.8888888888888888,0.03615140914916992,0,False,False,True,True,True,True,True,True,True,False,True,False,True
6,wine,001 knn,012 relieff weighting,0.9111111111111111,0.9111111111111111,0.03615140914916992,0,0.0,0.017977528089887618,0.0898876404494382,0.13033707865168542,0.07640449438202246,0.04044943820224722,0.022471910112359605,0.11685393258426968,0.053932584269662964,0.008988764044943864,0.035955056179775235,0.013483146067415741,0.03146067415730336
7,wine,001 knn,006 forward selection,0.7777777777777778,0.7777777777777778,6.132734060287476,0,True,False,True,False,False,False,True,False,False,False,False,False,False
8,wine,001 knn,007 backward selection,0.8888888888888888,0.8888888888888888,4.268664836883545,0,True,False,True,False,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.8888888888888888,0.8888888888888888,3.0472452640533447,0,True,False,True,False,True,False,True,False,False,False,False,False,True
10,wine,001 knn,009 bayesian selection,0.9111111111111111,0.9111111111111111,33.0011773109436,2,True,False,False,False,True,True,True,True,True,True,True,True,True
11,wine,001 knn,013 bayesian weighting,0.9777777777777777,0.9777777777777777,85.02211618423462,140,0.6770088318158307,0.14310127246806809,0.2823816501469949,0.7187784865791468,0.36720594595413686,0.16392398639735697,0.6146456246209363,0.6472669071396666,0.20045849293999485,0.6152793142009573,0.9449049855684538,0.199529445201652,0.3645034082111645
