,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9210526315789473,0.9210526315789473,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.868421052631579,0.868421052631579,0.13808059692382812,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.8947368421052632,0.8947368421052632,0.13808059692382812,0,0.11338395007498189,0.033304802537368075,0.4070292598973029,0.44628198749034714
4,iris,001 knn,004 l1,0.8947368421052632,0.8947368421052632,0.0036630630493164062,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9210526315789473,0.9210526315789473,0.03347063064575195,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9210526315789473,0.9210526315789473,0.03347063064575195,0,0.099290780141844,0.4964539007092199,0.0,0.624113475177305
7,iris,001 knn,006 forward selection,0.3157894736842105,0.3157894736842105,0.9512941837310791,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9210526315789473,0.9210526315789473,0.8230299949645996,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.9210526315789473,0.9210526315789473,0.8367471694946289,0,False,False,False,True
10,iris,001 knn,009 bayesian selection,0.9210526315789473,0.9210526315789473,27.62384057044983,0,False,False,False,True
11,iris,001 knn,013 bayesian weighting,0.9473684210526315,0.9473684210526315,70.74223566055298,2,0.6503742634365054,0.028374927194067756,0.1842827415785202,0.034417141629111025
