,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,26.053765669291337,0.692817639910746,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,9.36015836755491,0.8896406924568419,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,25.65560503937008,0.6975120830690336,0.006788015365600586,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,18.40879584251968,0.7829543174263048,0.006788015365600586,0,0.41186724220244275,0.3672814761639574,0.4867692218871004,0.19135639242420607,0.461096857724802,0.6972008306934114,0.3751523191061958,0.2781297946020425,0.39049531009101834,0.4757869864497179,0.5030096996330102,0.3570874649867593,0.7391822680901826
4,boston,001 knn,003 feature importance selection,18.893685669291337,0.7772373088655596,0.2697410583496094,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,19.028685984251965,0.7756456113010392,0.2697410583496094,0,0.0417395430377294,0.001397308670629759,0.006046569837093102,0.0006675900521815176,0.01862162561210291,0.4152482080733932,0.011632988971762981,0.06587454545167545,0.003978561573925179,0.01657857906224298,0.01701326330135037,0.012507431709584209,0.388693784646329
6,boston,001 knn,004 l1,19.289697259842516,0.7725682035795014,0.016945600509643555,0,False,False,False,True,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,19.05906948031496,0.7752873800132145,0.03601837158203125,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,19.075776377952756,0.7750904002632892,0.03601837158203125,0,1.0,0.3704245973645681,0.8945827232796486,0.0,0.29591836734693877,0.9970845481049563,0.9489795918367347,0.8994169096209913,0.692532942898975,0.8931185944363104,0.8521229868228404,0.8061224489795918,1.0
9,boston,001 knn,006 forward selection,19.31216617322835,0.7723032877922748,5.986120939254761,0,False,False,False,False,False,True,False,False,False,False,False,True,True
10,boston,001 knn,007 backward selection,19.232938456692914,0.7732374083051694,9.874298810958862,0,True,False,False,False,False,True,False,False,False,False,False,True,True
11,boston,001 knn,008 stepwise selection,19.232938456692914,0.7732374083051694,10.554407358169556,0,True,False,False,False,False,True,False,False,False,False,False,True,True
12,boston,001 knn,009 bayesian selection,19.069551874015747,0.7751637891865653,33.29260277748108,114,True,True,False,False,True,True,False,True,False,True,True,True,True
13,boston,001 knn,013 bayesian weighting,14.267645228346458,0.8317798283061452,85.31865668296814,446,0.9813779360673194,0.3588957699809902,0.25430588601676607,0.8971256175978338,0.8990994820236085,0.0320482072311391,0.31707493368464534,0.411168668732672,0.9684141085885498,0.6567600432826306,0.9694391508734505,0.9333657740233697,0.0888822276026278
