,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.861271676300578,0.861271676300578,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.9075144508670521,0.9075144508670521,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8670520231213873,0.8670520231213873,0.15256285667419434,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.884393063583815,0.884393063583815,0.15256285667419434,0,0.012402720550304096,0.07649533534852032,0.09425011232325145,0.01937961636349338,0.09170755131539066,0.02761386737124411,0.08936679887069719,0.2674982786605766,0.053886250400078176,0.0931596857147759,0.011631432036473996,0.01443572114145479,0.0708652824927413,0.07730734741099796
4,australian,001 knn,004 l1,0.861271676300578,0.861271676300578,0.004037380218505859,0,False,False,False,True,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.056679725646972656,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.861271676300578,0.861271676300578,0.056679725646972656,0,0.8613333333333333,0.0,0.026241799437675684,0.9022222222222223,0.47610121836925956,0.3688888888888889,0.0937207122774133,1.0,0.8631111111111112,0.13777777777777778,0.7777777777777778,0.9626666666666667,0.20431115276476097,0.2586691658856607
7,australian,001 knn,006 forward selection,0.884393063583815,0.884393063583815,5.1679651737213135,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
8,australian,001 knn,007 backward selection,0.8497109826589595,0.8497109826589595,3.41072416305542,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.884393063583815,0.884393063583815,6.883710622787476,0,True,True,True,False,False,True,True,True,False,False,False,True,False,True
10,australian,001 knn,009 bayesian selection,0.9017341040462428,0.9017341040462428,34.121169567108154,107,True,True,False,False,False,False,True,True,False,True,False,True,True,False
11,australian,001 knn,013 bayesian weighting,0.9190751445086706,0.9190751445086706,88.13540053367615,114,0.10609098809498371,0.4132577847719619,0.42355315893780493,0.09753027531735273,0.08071062874190149,0.5414832298859018,0.19780145200664756,0.07485378609248895,0.6532257810463906,0.8224022426239579,0.9677579545531974,0.18615848719284114,0.30292034381161664,0.16149258054813395
