,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8728323699421965,0.8728323699421965,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.861271676300578,0.861271676300578,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8670520231213873,0.8670520231213873,0.14004802703857422,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.861271676300578,0.861271676300578,0.14004802703857422,0,0.01040923117209464,0.07467391257231852,0.09368258142819814,0.019107747289216857,0.06561613625693878,0.023569793893024854,0.11223185869111775,0.27703312794515883,0.048972426541022115,0.08125986777686049,0.012628481100554489,0.01834255762013503,0.07153498534347788,0.09093729236988159
4,australian,001 knn,004 l1,0.8901734104046243,0.8901734104046243,0.004070758819580078,0,False,False,False,True,True,False,True,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.884393063583815,0.884393063583815,0.042205095291137695,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.042205095291137695,0,0.8001752848378615,0.0,0.053259871441689643,0.9281332164767747,0.46464646464646464,0.3637160385626643,0.11570247933884292,1.0,0.8422436459246275,0.04820333041191937,0.7773882559158632,0.9754601226993865,0.23324150596877868,0.2956841138659321
7,australian,001 knn,006 forward selection,0.861271676300578,0.861271676300578,3.4204185009002686,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.861271676300578,0.861271676300578,3.4209511280059814,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.861271676300578,0.861271676300578,3.470895290374756,0,True,True,False,True,False,True,True,True,False,False,False,False,True,True
10,australian,001 knn,009 bayesian selection,0.9075144508670521,0.9075144508670521,34.39367079734802,117,False,False,False,False,True,False,False,True,True,True,False,False,False,True
11,australian,001 knn,013 bayesian weighting,0.9421965317919075,0.9421965317919075,88.53573417663574,201,0.8893083406918755,0.3679840437676247,0.8600797660573171,0.3181823055090495,0.8252283125069853,0.05290446221432929,0.00254826930264404,0.38731071534401224,0.7587243752430631,0.5273675933916319,0.5224199820425035,0.4969653289636019,0.3566133010668966,0.044239655846723104
