,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,772.9279245283019,0.8554611274028461,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,1216.9599971252896,0.7724263538703545,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,772.9279245283019,0.8554611274028461,0.015865802764892578,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,677.6335849056604,0.8732813354414579,0.015865802764892578,0,0.3219348865116526,0.8015155198404698,0.8763775315988203,0.6498765319667572,0.6094499809604225,0.6401638976671771
4,machine,001 knn,003 feature importance selection,2173.608679245283,0.5935313785470585,0.12725400924682617,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,1089.4262264150946,0.7962753918615295,0.12725400924682617,0,0.026048431369400795,0.0733671275744038,0.644486323970443,0.06366825412839183,0.15187790929833608,0.04055195365902438
6,machine,001 knn,004 l1,1016.1716981132075,0.8099741166680536,0.006646633148193359,0,True,True,True,True,False,True
7,machine,001 knn,005 relieff selection,1273.9503773584904,0.7617690531746693,0.041749000549316406,0,True,False,True,True,False,True
8,machine,001 knn,012 relieff weighting,918.3509433962264,0.8282667687442791,0.041749000549316406,0,1.0,0.18457300275482094,0.21763085399449036,0.5867768595041323,0.0,0.9008264462809917
9,machine,001 knn,006 forward selection,1345.2790566037734,0.7484304655071983,6.264110803604126,0,True,True,True,False,True,False
10,machine,001 knn,007 backward selection,1546.4996226415096,0.7108018680203047,2.0623037815093994,0,False,True,False,True,True,False
11,machine,001 knn,008 stepwise selection,1546.4996226415096,0.7108018680203047,4.866759538650513,0,False,True,False,True,True,False
12,machine,001 knn,009 bayesian selection,853.8160377358492,0.840334908879088,29.360933780670166,39,False,True,True,True,False,False
13,machine,001 knn,013 bayesian weighting,477.51603773584895,0.9107036664724973,74.0652232170105,492,0.46328935024742157,0.9538374148178856,0.12352829694187804,0.9347069290321802,0.5519631432116696,0.7716158149164418
