,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,3016.1479245283012,0.8044209533833855,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,1318.3213417767383,0.9145147925066196,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,3016.1479245283012,0.8044209533833855,0.015613555908203125,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,3132.556981132075,0.7968725264236348,0.015613555908203125,0,0.3056450555200094,0.7697192081310618,0.8578468735818017,0.6358651151171505,0.5637207150089881,0.6153599250866484
4,machine,001 knn,003 feature importance selection,2065.8684905660375,0.866040857434604,0.15430450439453125,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,2876.9594339622636,0.8134464895858808,0.15430450439453125,0,0.04582664290372031,0.05176898053520371,0.6643865069214138,0.1144761726254701,0.0548322440415129,0.06870945297267926
6,machine,001 knn,004 l1,3024.6184905660375,0.8038716881379739,0.006400585174560547,0,True,True,True,True,False,True
7,machine,001 knn,005 relieff selection,3323.318301886793,0.7845028024650963,0.015556573867797852,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,3571.4775471698117,0.7684111684285655,0.015556573867797852,0,1.0,0.21119592875318066,0.11450381679389313,0.30279898218829515,0.0,0.7709923664122137
9,machine,001 knn,006 forward selection,3639.73,0.763985407495152,2.102574586868286,0,False,False,True,False,True,False
10,machine,001 knn,007 backward selection,3132.3332075471694,0.7968870367943093,1.7401106357574463,0,True,True,True,False,True,False
11,machine,001 knn,008 stepwise selection,3132.071132075471,0.7969040308119035,2.067962169647217,0,False,True,True,False,True,False
12,machine,001 knn,009 bayesian selection,2499.9196226415092,0.8378952529356273,28.74549627304077,149,True,True,False,False,True,True
13,machine,001 knn,013 bayesian weighting,2467.5175471698117,0.8399963325868003,73.87799596786499,426,0.9707319674717696,0.4136518737948694,0.4712266691249734,0.0810209324724586,0.6690046013379608,0.42541196884280835
