,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6666666666666666,0.6666666666666666,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.8518518518518519,0.8518518518518519,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.7222222222222222,0.7222222222222222,0.15375733375549316,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.7037037037037037,0.7037037037037037,0.15375733375549316,0,0.12805665540740507,0.1208205475848877,0.1710301500654604,0.14675819337080345,0.08144347302404194,0.08772452853806487,0.13171425900570288,0.08695285527699655,0.045499337726637154
4,glass,001 knn,004 l1,0.7777777777777778,0.7777777777777778,0.0041162967681884766,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.7222222222222222,0.7222222222222222,0.016058921813964844,0,True,False,True,False,True,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5740740740740741,0.5740740740740741,0.016058921813964844,0,0.17391304347826086,0.0,0.041666666666666664,0.0,0.13043478260869568,0.8260869565217391,0.0,1.0,0.9166666666666666
7,glass,001 knn,006 forward selection,0.7592592592592593,0.7592592592592593,4.282961130142212,0,True,False,True,False,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.6851851851851852,0.6851851851851852,2.0172762870788574,0,True,True,True,True,True,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.5370370370370371,0.5370370370370371,3.1796162128448486,0,False,False,False,True,True,True,True,True,True
10,glass,001 knn,009 bayesian selection,0.7592592592592593,0.7592592592592593,30.939111948013306,78,True,True,False,True,False,False,True,True,False
11,glass,001 knn,013 bayesian weighting,0.8333333333333334,0.8333333333333334,79.10038185119629,48,0.868268359622,0.46751142446594846,0.5112884457693122,0.2393392456165234,0.9493561528315939,0.2179413807185927,0.41734742941425246,0.8950337763222176,0.039875214104077905
