,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,26.745574803149605,0.673149464727489,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,13.557393291027134,0.8343187130324701,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,27.267618771653535,0.666769704643918,0.02288675308227539,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,20.243742488188982,0.7526066230812789,0.02288675308227539,0,0.4034605121655478,0.35525644709687754,0.4548657205308996,0.22329136067424385,0.4084959095159402,0.7046277896098435,0.3707337064333095,0.23020246768976468,0.37612780713638677,0.4575431184943497,0.5108343024993057,0.32641711853458927,0.7352999266748437
4,boston,001 knn,003 feature importance selection,20.502432881889767,0.7494452367856663,0.2630767822265625,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,24.104387779527567,0.7054267068050837,0.2630767822265625,0,0.033819221624609284,0.0013452177550077294,0.006157731360191752,0.0008305100004550763,0.019173462202915156,0.4164928298947475,0.014529986143228391,0.06824626093294671,0.0030471469415161126,0.007798196544818158,0.011910753520362954,0.01187314091168113,0.40477554216752
6,boston,001 knn,004 l1,24.238158866141738,0.7037919260390827,0.016877412796020508,0,False,False,False,True,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,24.104523338582684,0.7054250501740315,0.03491044044494629,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,24.086262551181115,0.705648210385791,0.03491044044494629,0,1.0,0.4177583697234353,0.8486171761280932,0.0,0.30703012912482064,1.0,0.945480631276901,0.921090387374462,0.6870451237263464,0.8457059679767103,0.8136826783114992,0.8278335724533716,0.9971305595408895
9,boston,001 knn,006 forward selection,30.954161637795277,0.6217174476641358,3.015626907348633,0,False,False,False,False,False,False,False,False,False,False,False,False,True
10,boston,001 knn,007 backward selection,24.07563300787402,0.7057781111991104,9.431447744369507,0,True,False,False,True,False,True,False,False,False,False,False,True,True
11,boston,001 knn,008 stepwise selection,24.25738658267717,0.7035569492443071,7.548161029815674,0,False,False,False,True,True,True,False,False,False,False,False,False,True
12,boston,001 knn,009 bayesian selection,24.035910551181107,0.7062635487463673,33.43513584136963,40,True,True,True,False,False,True,False,True,False,False,True,False,True
13,boston,001 knn,013 bayesian weighting,19.26616894488189,0.7645532885857548,85.76189088821411,226,0.9379533438999698,0.028024121262180138,0.8194230472031395,0.3393496102263463,0.17989677944701046,0.026747043899916466,0.3606589061283558,0.6147180223715191,0.4399610980840458,0.4787811537009231,0.33258289721668327,0.7357103676197031,0.07236638443206832
