,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.75,0.75,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.8269230769230769,0.8269230769230769,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.7115384615384616,0.7115384615384616,0.15952587127685547,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.75,0.75,0.15952587127685547,0,0.006523009667495133,0.01103540459996722,0.012193585957114526,0.02618242284656887,0.01762598524028128,0.00985344710623968,0.006457298030452486,0.009987981542906,0.04191031297653073,0.028307455376257205,0.09098964689152943,0.04332909199199386,0.029890069963635756,0.011150025368160734,0.01415267536888458,0.011660409259116251,0.020494199625428828,0.011280580325176953,0.008801676355588274,0.017028353120605116,0.020824420388296856,0.00833143774897162,0.02577632848743091,0.0035940854394479224,0.017596617130529475,0.01400013837896588,0.016476984300545065,0.026969121924829576,0.007036903848683001,0.010948908031753897,0.01080491510693525,0.007014016344109952,0.010416169275921986,0.010170744083831673,0.01590121636937341,0.017624313212606813,0.016668258247314337,0.011265489186605002,0.013292556459033229,0.009709729150530014,0.008992690737231943,0.006023099053839534,0.010435388314451718,0.013011099637610716,0.013416488302348921,0.017493556898416297,0.029702665475227825,0.02944366452750793,0.049844530687810557,0.007082710182071228,0.036441600959070834,0.015959759766094286,0.004133271244192363,0.008916557814725615,0.01166908057975919,0.004857843782935766,0.004970714755515672,0.00683401583291035,0.00859280735620386,0.008902469362426826
4,sonar,001 knn,004 l1,0.7115384615384616,0.7115384615384616,0.004230022430419922,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.7692307692307693,0.7692307692307693,0.01589822769165039,0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
6,sonar,001 knn,012 relieff weighting,0.7884615384615384,0.7884615384615384,0.01589822769165039,0,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.0,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.027118644067796627,0.013559322033898313,0.027118644067796627,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.027118644067796627,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.02033898305084747,0.013559322033898313,0.04067796610169494,0.013559322033898313,0.013559322033898313,0.07457627118644072,0.05423728813559325,0.06779661016949157,0.013559322033898313,0.027118644067796627,0.013559322033898313,0.02033898305084747,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.013559322033898313,0.006779661016949157,0.013559322033898313,0.006779661016949157,0.0,0.013559322033898313,0.02033898305084747,0.0,0.04067796610169494,0.027118644067796627,0.03389830508474578,0.03389830508474578,0.02033898305084747,0.04067796610169494,0.03389830508474578
7,sonar,001 knn,006 forward selection,0.5576923076923077,0.5576923076923077,35.38655185699463,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,sonar,001 knn,007 backward selection,0.7884615384615384,0.7884615384615384,21.3465473651886,0,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.7115384615384616,0.7115384615384616,14.307371377944946,0,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True
