,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,7627.702452830188,0.6594522721914291,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,2730.8463558895555,0.8780781595449567,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,7627.702452830188,0.6594522721914291,0.015463113784790039,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,7207.278301886794,0.6782226018162425,0.015463113784790039,0,0.2923013369333675,0.8273902429132365,0.8751131093878596,0.644723186258572,0.6221991841852852,0.5915917314919585
4,machine,001 knn,003 feature importance selection,7961.069622641509,0.6445687036585354,0.15456128120422363,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,6267.501886792453,0.7201800227811512,0.15456128120422363,0,0.0181844263144225,0.14985084127627038,0.6092225690805471,0.07042962624206685,0.10692253370470801,0.04539000338198526
6,machine,001 knn,004 l1,6265.667735849057,0.7202619106025618,0.005708932876586914,0,True,True,True,True,False,True
7,machine,001 knn,005 relieff selection,7286.2937735849055,0.674694863350444,0.027989625930786133,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,7761.448301886792,0.6534810317973895,0.027989625930786133,0,1.0,0.2665036674816626,0.11491442542787286,0.29584352078239606,0.03667481662591687,0.7603911980440098
9,machine,001 knn,006 forward selection,7562.566792452831,0.6623603301915926,2.7964272499084473,0,False,True,True,True,False,False
10,machine,001 knn,007 backward selection,7562.566792452831,0.6623603301915926,2.093367576599121,0,False,True,True,True,False,False
11,machine,001 knn,008 stepwise selection,7562.566792452831,0.6623603301915926,2.0870237350463867,0,False,True,True,True,False,False
12,machine,001 knn,009 bayesian selection,5771.250943396225,0.7423357285446528,29.24495840072632,30,False,False,True,True,True,False
13,machine,001 knn,013 bayesian weighting,3354.181886792452,0.8502486132269081,73.79118704795837,118,0.4693904689145488,0.06615917568484186,0.07792778737242011,0.7219463696138924,0.4755811099248819,0.1226017933537516
