,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.13883423805236816,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.13883423805236816,0,0.0902034256736117,0.03590358470781999,0.42512192487678474,0.4487710647417836
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.01203608512878418,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.012109518051147461,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.012109518051147461,0,0.15573770491803274,0.2295081967213115,0.0,0.47540983606557374
7,iris,001 knn,006 forward selection,0.23684210526315788,0.23684210526315788,0.9389400482177734,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8353121280670166,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,0.9488644599914551,0,False,True,True,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.046124696731567,1,True,False,True,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.77256488800049,0,0.9123687053563178,0.852637534713691,0.17183395943602797,0.5251237657193897
