,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.868421052631579,0.868421052631579,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.8421052631578947,0.8421052631578947,0.1397714614868164,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9210526315789473,0.9210526315789473,0.1397714614868164,0,0.10844144855661468,0.04106453548761178,0.3972657816484763,0.45322823430729725
4,iris,001 knn,004 l1,0.9210526315789473,0.9210526315789473,0.0038094520568847656,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.8947368421052632,0.8947368421052632,0.03312969207763672,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.8947368421052632,0.8947368421052632,0.03312969207763672,0,0.14184397163120566,0.34042553191489366,0.0,0.43262411347517726
7,iris,001 knn,006 forward selection,0.39473684210526316,0.39473684210526316,0.9445013999938965,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.8947368421052632,0.8947368421052632,0.8253440856933594,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.8947368421052632,0.8947368421052632,1.750826120376587,0,False,False,False,True
10,iris,001 knn,009 bayesian selection,0.8947368421052632,0.8947368421052632,27.70425009727478,5,True,True,False,True
11,iris,001 knn,013 bayesian weighting,0.9473684210526315,0.9473684210526315,70.45138025283813,360,0.851118184961837,0.6201755848711309,0.3274978849717063,0.06120964986948801
