,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8670520231213873,0.8670520231213873,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8786127167630058,0.8786127167630058,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8786127167630058,0.8786127167630058,0.16803359985351562,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8670520231213873,0.8670520231213873,0.16803359985351562,0,0.008767895825392343,0.08424681047364789,0.08579303177961528,0.016100687679792156,0.06972412132826723,0.027420549557311772,0.09229781883953794,0.28537329001594774,0.0624930105542891,0.09641792770359149,0.012518843895533429,0.011535332805373008,0.061028159538208226,0.08628252000349235
4,australian,001 knn,004 l1,0.8554913294797688,0.8554913294797687,0.012069940567016602,0,False,False,False,False,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.0414583683013916,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.0414583683013916,0,0.751004016064257,0.0,0.03720106288751113,0.8811244979919679,0.5101860053144376,0.3493975903614458,0.13994685562444642,1.0,0.8072289156626506,0.010441767068273093,0.7718875502008032,0.921285140562249,0.2816651904340124,0.295837023914969
7,australian,001 knn,006 forward selection,0.8554913294797688,0.8554913294797687,3.4834206104278564,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8728323699421965,0.8728323699421965,3.377422332763672,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,5.220660924911499,0,True,False,False,True,True,True,False,True,True,False,True,True,True,False
10,australian,001 knn,009 bayesian selection,0.8670520231213873,0.8670520231213873,34.18773889541626,12,False,False,False,True,False,False,True,True,False,False,False,False,True,False
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,88.08102893829346,474,0.7732242440924313,0.5890290178384366,0.8619487536231399,0.6012069082271986,0.5628836599495669,0.8373216371849628,0.2580386659867819,0.2775848926154186,0.27231458094061045,0.8427980749594131,0.8360954060100574,0.20477066158064247,0.549128449870011,0.409183969160571
