,dataset,base,method,PM1,PM2,Time,TriesToOpt,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,breast_cancer,001 knn,000 all,0.9790209790209791,0.9790209790209791,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,breast_cancer,000 rf,000 all,0.951048951048951,0.951048951048951,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,breast_cancer,001 knn,003 feature importance selection,0.972027972027972,0.972027972027972,0.1673297882080078,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,breast_cancer,001 knn,011 feature importance weighting,0.958041958041958,0.958041958041958,0.1673297882080078,0,0.037759502926579994,0.010352271977814931,0.06450598630015351,0.035989017146593916,0.005422456733902887,0.007839104731966804,0.0503640226975595,0.11504263777714786,0.004284886295025772,0.0033546369127227384,0.020792879216494305,0.0037860973616868567,0.0060061907519016475,0.04451575176807451,0.006036509959213177,0.0030399587757306973,0.0065808606262048016,0.0038454961355456575,0.005035935869104212,0.0072357677358431795,0.0895781110750478,0.01872005542247561,0.14498253278448137,0.10168283207075655,0.016541379400232384,0.0172696156528103,0.03252578196866913,0.11847643331730659,0.008885029211533108,0.009548257397420197
4,breast_cancer,001 knn,004 l1,0.965034965034965,0.965034965034965,0.026753902435302734,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False
5,breast_cancer,001 knn,005 relieff selection,0.951048951048951,0.951048951048951,0.05410170555114746,0,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False
6,breast_cancer,001 knn,012 relieff weighting,0.951048951048951,0.951048951048951,0.05410170555114746,0,0.0073475385745774835,0.0,0.005878030859661987,0.00440852314474649,0.0,0.0,0.010286554004408477,0.010286554004408477,0.0014695077149154967,0.00440852314474649,0.0,0.0029390154298309934,0.0,0.0,0.0014695077149154967,0.0029390154298309934,0.014695077149155078,0.010286554004408477,0.0029390154298309934,0.0,0.0014695077149154967,0.0,0.0,0.0029390154298309934,0.00881704628949298,0.0,0.010286554004408477,0.013225569434239581,0.0029390154298309934,0.0
7,breast_cancer,001 knn,006 forward selection,0.9020979020979021,0.9020979020979021,14.671302080154419,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
8,breast_cancer,001 knn,007 backward selection,0.951048951048951,0.951048951048951,7.3300769329071045,0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,breast_cancer,001 knn,008 stepwise selection,0.916083916083916,0.916083916083916,7.393082857131958,0,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,False
10,breast_cancer,001 knn,009 bayesian selection,0.972027972027972,0.972027972027972,42.20651364326477,98,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True
11,breast_cancer,001 knn,013 bayesian weighting,0.986013986013986,0.986013986013986,110.8224835395813,186,0.6439665701988165,0.7492688289510213,0.16500053040274287,0.8385929505945965,0.6241563309963508,0.8786556754222999,0.11044416712991263,0.060704341329310865,0.38847954720715505,0.00021599114817598408,0.8882705136793818,0.16026575602147072,0.7889244589653087,0.9162033880320763,0.13728244747965254,0.5237465183429721,0.00501342237517538,0.4310274817285254,0.6848826538826761,0.9123690237332773,0.737499499395879,0.5675653687804467,0.684241491559374,0.9978478828778508,0.48286323684934473,0.990403263439536,0.2720871855130366,0.00043421871538141567,0.28396933963659743,0.4201520027780942
