,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.7976190476190477,0.7976190476190477,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8452380952380952,0.8452380952380952,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.7857142857142857,0.7857142857142857,0.15244793891906738,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.7976190476190477,0.7976190476190477,0.15244793891906738,0,0.24970167773262683,0.15738640626603492,0.02242300333421733,0.0,0.12698516835161833,0.2588329535331111,0.18467079078239151
4,ecoli,001 knn,004 l1,0.7976190476190477,0.7976190476190477,0.0033218860626220703,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.6071428571428571,0.6071428571428571,0.040328025817871094,0,True,True,True,True,True,False,False
6,ecoli,001 knn,012 relieff weighting,0.7142857142857143,0.7142857142857143,0.040328025817871094,0,0.02898550724637683,0.037267080745341574,1.0,1.0,0.10351966873706009,0.0,0.012422360248447228
7,ecoli,001 knn,006 forward selection,0.7142857142857143,0.7142857142857143,2.509275436401367,0,True,False,False,False,False,False,True
8,ecoli,001 knn,007 backward selection,0.7142857142857143,0.7142857142857143,1.5632989406585693,0,True,True,True,False,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.6190476190476191,0.6190476190476191,1.689246654510498,0,True,True,False,False,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.7142857142857143,0.7142857142857143,29.7791690826416,3,True,True,True,True,True,False,True
11,ecoli,001 knn,013 bayesian weighting,0.8571428571428571,0.8571428571428571,76.28423762321472,413,0.10210737443177462,0.10666582563302561,0.5484545424910573,0.4942134644414449,0.10580345138136003,0.3475553806873817,0.7683410637594403
