,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.7407407407407407,0.7407407407407407,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9606481481481481,0.9606481481481481,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.7314814814814815,0.7314814814814816,0.15538668632507324,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8495370370370371,0.8495370370370371,0.15538668632507324,0,0.04067852729369641,0.04883931425011067,0.03792057379884933,0.046387682247712475,0.033796251258322474,0.04241047024492202,0.0336491439856704,0.057696291468620944,0.0305206099505541,0.01693881007129827,0.016347026145852598,0.015343699475899647,0.12477508974037967,0.05323496741505231,0.04089879370304478,0.03265295424060424,0.023118033614739616,0.04459961992406424,0.06964082637263307,0.14501769324561717,0.04553362155235565
4,car,001 knn,004 l1,0.8472222222222222,0.8472222222222222,0.011949539184570312,0,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.8402777777777778,0.8402777777777778,0.11679577827453613,0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8333333333333334,0.8333333333333334,0.11679577827453613,0,0.7832345469940728,1.0,0.9415749364944962,0.8958509737510584,0.8924640135478408,0.9940728196443692,0.9856054191363252,0.9026248941574937,0.9669771380186283,0.8738357324301439,0.8187976291278577,0.7696867061812024,0.9644369178662151,0.7273497036409822,0.7053344623200677,0.6655376799322608,0.6079593564775614,0.6545300592718035,0.9144792548687553,0.9491955969517358,0.8450465707027942
7,car,001 knn,006 forward selection,0.6898148148148148,0.6898148148148148,5.620621204376221,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.8541666666666666,0.8541666666666666,5.9750587940216064,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,car,001 knn,008 stepwise selection,0.8495370370370371,0.8495370370370371,11.793238878250122,0,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True
10,car,001 knn,009 bayesian selection,0.8587962962962963,0.8587962962962963,41.042959213256836,197,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,True
11,car,001 knn,013 bayesian weighting,0.8958333333333334,0.8958333333333334,109.04403829574585,345,0.34188400891400766,0.92890220149446,0.038075186419495144,0.9139179099351984,0.3095351725980611,0.7326443492158999,0.8390104573951384,0.5050830000599481,0.8974860633578792,0.9023750738812222,0.403285628981335,0.2595423911003508,0.6726364895425075,0.4088741418927735,0.3174330658203294,0.8996102718287029,0.559389601671178,0.9585753979583428,0.6509316204022442,0.6311172191883232,0.09324566885101093
