,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,15.033017152130721,0.13656309051679416,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,10.796270864388156,0.37990500145410677,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,15.033017152130721,0.13656309051679416,0.02552318572998047,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,13.7848848596771,0.2082508613958154,0.02552318572998047,0,0.05252831334640225,0.14615553983034982,0.1526118030407306,0.08154490842706331,0.09392918663134361,0.037952919864468915,0.18491493269957324,0.09040585739961883,0.03430280938284318,0.07453589264173498,0.022413244844301846,0.052820384141370885,0.14015742453310312,0.08243537096648572,0.3214278563434393,0.0857941360779853,0.04527579189399263,0.1295797191339317,0.006876303690313007,0.04907549362607418,0.15611322463508126,,0.12772409832669845,0.039649351650531225,0.03465222805089479,0.15004532220650227,0.05729665063964613,0.03696971050668756,0.060399033514247344,0.0252856489939429
4,student,001 knn,003 feature importance selection,18.237387727692436,-0.04748325218359817,0.22215843200683594,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,12.997341839447103,0.25348421040294267,0.22215843200683594,0,0.008515883727180474,0.02747847930825016,0.04787894284645956,0.012190361780515382,0.0198505887154099,0.008201620831651229,0.03943339318113636,0.034888594756536974,0.00912107923204887,0.014315809965605877,0.00819069738815244,0.008183746825765831,0.0398649127383047,0.03742694398180305,0.11634357769478516,0.024909413809615533,0.014280069732330068,0.013971685322598942,0.014559491579301247,0.015350144977658383,0.013937626715061206,0.0,0.017732441114691244,0.038574314260144786,0.04616936867837402,0.06677104932971112,0.01589569652460257,0.03089662361156399,0.06263771419743837,0.1924297271733025
6,student,001 knn,004 l1,13.99177369260472,0.1963679870066053,0.017223596572875977,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,13.170793810683008,0.24352181679478568,0.057265520095825195,0,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,13.142085676711714,0.24517069820178194,0.057265520095825195,0,0.13793103448275867,0.496551724137931,0.41509433962264153,0.34712643678160915,0.4298850574712644,0.11724137931034484,0.1320754716981132,0.2578616352201258,0.1333333333333333,0.06206896551724139,0.33563218390804594,0.44367816091954027,0.6643678160919539,0.14150943396226415,0.43448275862068964,0.16551724137931034,0.49195402298850577,0.4988505747126437,0.5793103448275863,0.3540229885057471,0.05287356321839076,0.0,0.4298850574712644,0.2138364779874214,0.3742138364779874,0.37735849056603776,0.6689655172413793,0.18238993710691823,0.49056603773584906,1.0
9,student,001 knn,006 forward selection,14.121575869498304,0.18891266454358902,13.88799262046814,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,student,001 knn,007 backward selection,12.721900444892135,0.26930447216753306,10.18378496170044,0,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
11,student,001 knn,008 stepwise selection,13.140630683566974,0.24525426723995314,17.439321041107178,0,False,True,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True
12,student,001 knn,009 bayesian selection,11.601975433000362,0.3336285251061488,42.703118562698364,187,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True
13,student,001 knn,013 bayesian weighting,10.688211757463833,0.38611148817464025,112.00722670555115,461,0.9766500365875217,0.1941620468633182,0.25797897696485267,0.9205026574205097,0.7413380707918312,0.7233191699058108,0.9422923089476637,0.5332581071629631,0.13357107509721886,0.4603998418286914,0.6191664195937323,0.017090437381957962,0.18934096779195225,0.5026693593547173,0.16402214198122889,0.5237482844496374,0.5173828730155263,0.7158340101885099,0.7578373414380459,0.9100391254927539,0.8155360761260211,0.8248684031422415,0.14926071446881123,0.2767283619102275,0.2706365488115602,0.07766856980311233,0.24769718433914134,0.46925881713740814,0.7737061503545475,0.6743308201570916
