,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8728323699421965,0.8728323699421965,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8786127167630058,0.8786127167630058,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8323699421965318,0.8323699421965318,0.13694453239440918,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8786127167630058,0.8786127167630058,0.13694453239440918,0,0.010390934991767234,0.08070054897863016,0.0819831356257367,0.020550528793663248,0.081030408792213,0.026586016671914462,0.10081842819294481,0.28654796404364996,0.06045171129385144,0.07266163282675081,0.011254560784523675,0.012792521165453178,0.07126836327940639,0.0829632445594951
4,australian,001 knn,004 l1,0.8786127167630058,0.8786127167630058,0.0041217803955078125,0,False,False,False,True,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.884393063583815,0.884393063583815,0.056392669677734375,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.056392669677734375,0,0.8374679213002566,0.0,0.024800708591674048,0.9041916167664671,0.5473870682019486,0.34644995722840033,0.13994685562444642,1.0,0.8887938408896493,0.10521813515825491,0.8118049615055604,0.960650128314799,0.16474756421612047,0.3188662533215235
7,australian,001 knn,006 forward selection,0.861271676300578,0.861271676300578,3.455277919769287,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.861271676300578,0.861271676300578,3.357815742492676,0,True,True,True,True,True,True,True,True,False,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8901734104046243,0.8901734104046243,3.5106492042541504,0,True,True,False,False,True,True,False,True,True,False,True,False,False,True
10,australian,001 knn,009 bayesian selection,0.9017341040462428,0.9017341040462428,33.74440240859985,79,True,False,False,False,True,True,False,True,True,True,True,False,True,True
11,australian,001 knn,013 bayesian weighting,0.8959537572254336,0.8959537572254335,87.98174381256104,143,0.947307612776424,0.8184542690392979,0.4937088863645687,0.11257999913965921,0.2890621617424761,0.8357341863127283,0.5101823930835663,0.8853181666304254,0.4261496423916826,0.281887646851276,0.14737273816783844,0.912291704280837,0.43230348917245476,0.14742958925482033
