,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.14056968688964844,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.14056968688964844,0,0.10592490982631779,0.03156635181822232,0.4033100282590349,0.45919871009642493
4,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.003690004348754883,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.034659624099731445,0,False,True,True,True
6,iris,001 knn,012 relieff weighting,0.9473684210526315,0.9473684210526315,0.034659624099731445,0,0.0,0.20661157024793386,0.09090909090909094,0.4628099173553719
7,iris,001 knn,006 forward selection,0.9473684210526315,0.9473684210526315,0.9239821434020996,0,False,False,False,True
8,iris,001 knn,007 backward selection,0.9473684210526315,0.9473684210526315,0.8237090110778809,0,True,False,True,True
9,iris,001 knn,008 stepwise selection,0.9473684210526315,0.9473684210526315,0.9462237358093262,0,True,False,True,True
10,iris,001 knn,009 bayesian selection,1.0,1.0,27.722353219985962,1,False,False,True,False
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.58222079277039,10,0.005870553908235099,0.0653868279686893,0.9988946129126814,0.0036143507807788744
