,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8690476190476191,0.8690476190476191,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8928571428571429,0.8928571428571429,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8214285714285714,0.8214285714285714,0.15366673469543457,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8452380952380952,0.8452380952380952,0.15366673469543457,0,0.25214392715639794,0.1487709714273132,0.023190752009204497,0.0021831293641789095,0.12099417195941962,0.2564815018102913,0.19623554627319467
4,ecoli,001 knn,004 l1,0.7738095238095238,0.7738095238095238,0.0047397613525390625,0,True,True,False,False,False,True,True
5,ecoli,001 knn,005 relieff selection,0.8333333333333334,0.8333333333333334,0.043585777282714844,0,False,True,True,True,True,True,False
6,ecoli,001 knn,012 relieff weighting,0.8452380952380952,0.8452380952380952,0.043585777282714844,0,0.04966139954853277,0.11738148984198649,1.0,1.0,0.06320541760722342,0.06320541760722342,0.0
7,ecoli,001 knn,006 forward selection,0.7738095238095238,0.7738095238095238,4.217252016067505,0,True,True,False,False,False,True,True
8,ecoli,001 knn,007 backward selection,0.8452380952380952,0.8452380952380952,1.5631232261657715,0,True,True,True,False,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.5833333333333334,0.5833333333333334,1.6976749897003174,0,True,False,False,False,False,False,True
10,ecoli,001 knn,009 bayesian selection,0.8452380952380952,0.8452380952380952,29.87666082382202,37,True,True,True,True,True,True,True
11,ecoli,001 knn,013 bayesian weighting,0.9047619047619048,0.9047619047619048,75.85298609733582,171,0.25045629783023937,0.06695300773804926,0.46265815808482313,0.6948527372995251,0.7153394521771178,0.92393978505464,0.64103574616565
