,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.7692307692307693,0.7692307692307693,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.7692307692307693,0.7692307692307693,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.8076923076923077,0.8076923076923077,0.1608424186706543,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.8461538461538461,0.8461538461538461,0.1608424186706543,0,0.007748784313175637,0.0069943189200100085,0.006601127903412108,0.01645215368726254,0.019961084220615453,0.018600186966303868,0.011476207410488794,0.009889702470090068,0.03954947755985391,0.03937957328006659,0.061738019672264645,0.04477855015857692,0.02394273503045265,0.010112747005514051,0.01640322966826884,0.019674582761628565,0.017041067149692942,0.010697887340726922,0.007194288289410413,0.013194597977444142,0.011043511087981605,0.010339237958675855,0.007784963671615686,0.006009214118720519,0.009555049357655152,0.009417278080334967,0.013852887154208545,0.015437253859189053,0.007860239288353247,0.008085165295705904,0.010407805611689245,0.010647055250541779,0.007711916471002087,0.012067784321181121,0.02127622115408662,0.0344192697270669,0.031279428981016634,0.007377755269116631,0.01012457182723491,0.009417274575771817,0.004661934194911951,0.004615408761933849,0.017523785811553658,0.021957592987965305,0.038326527242101525,0.052983296138659555,0.028063982768801742,0.028933496721047988,0.028662758464257733,0.0077762751623503025,0.015851858591238572,0.036883992659037336,0.007279234347170382,0.007252187736557203,0.008355660167573258,0.00565524810212259,0.004698321606436769,0.007357125551903499,0.007070147209656594,0.01054696092831283
4,sonar,001 knn,004 l1,0.6923076923076923,0.6923076923076923,0.004425525665283203,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.6730769230769231,0.6730769230769231,0.015967130661010742,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
6,sonar,001 knn,012 relieff weighting,0.7884615384615384,0.7884615384615384,0.015967130661010742,0,0.014440433212996373,0.028880866425992746,0.014440433212996373,0.02166064981949456,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.028880866425992746,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.02166064981949456,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.0072202166064981865,0.014440433212996373,0.014440433212996373,0.02166064981949456,0.02166064981949456,0.028880866425992746,0.06498194945848379,0.07942238267148016,0.028880866425992746,0.014440433212996373,0.014440433212996373,0.0072202166064981865,0.014440433212996373,0.0,0.028880866425992746,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.014440433212996373,0.02166064981949456,0.014440433212996373,0.014440433212996373,0.028880866425992746,0.0072202166064981865,0.014440433212996373,0.02166064981949456,0.02166064981949456,0.014440433212996373,0.04332129963898912,0.0577617328519856
7,sonar,001 knn,006 forward selection,0.6923076923076923,0.6923076923076923,28.220004558563232,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,sonar,001 knn,007 backward selection,0.7692307692307693,0.7692307692307693,28.04104781150818,0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.7307692307692307,0.7307692307692306,28.6288161277771,0,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True
10,sonar,001 knn,009 bayesian selection,0.8653846153846154,0.8653846153846154,57.64313292503357,11,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False
