,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.8068181818181818,0.8068181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.8977272727272727,0.8977272727272727,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.625,0.625,0.16915678977966309,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.7840909090909091,0.7840909090909092,0.16915678977966309,0,0.026911537793764474,0.0,0.09810631499151973,0.020658828647232924,0.12147279005730408,0.03618046397413313,0.11695924268352187,0.04886021676103943,0.012916492942318841,0.01959506209072166,0.008454037989178372,0.015538880928785095,0.006310275777783387,0.032217364387919785,0.012988691625791303,0.017304585708529538,0.00692719830268695,0.014047597744533286,0.008887062904490362,0.018194036956094384,0.013459587639919049,0.015087607882530774,0.015225512186398355,0.02484094101771872,0.010353845948152472,0.018051115705356457,0.11590664629280138,0.037244366070170024,0.017588293230256475,0.005326842997341851,0.01205803511580392,0.02075588486165977,0.022352904832866175,0.02921773395167588
4,ionosphere,001 knn,004 l1,0.8068181818181818,0.8068181818181818,0.0038924217224121094,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.7840909090909091,0.7840909090909092,0.028345108032226562,0,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8522727272727273,0.8522727272727273,0.028345108032226562,0,0.9800995024875622,1.0,0.144082332761578,0.0,0.130360205831904,0.05145797598627788,0.1132075471698113,0.07204116638078906,0.08576329331046317,0.07547169811320753,0.0480274442538593,0.07547169811320753,0.065180102915952,0.04116638078902235,0.144082332761578,0.1269296740994854,0.065180102915952,0.054888507718696355,0.05831903945111494,0.05831903945111494,0.0480274442538593,0.020583190394511175,0.0480274442538593,0.0480274442538593,0.03430531732418529,0.04116638078902235,0.144082332761578,0.065180102915952,0.01715265866209259,0.0,0.061749571183533414,0.04116638078902235,0.10634648370497424,0.07547169811320753
7,ionosphere,001 knn,006 forward selection,0.8863636363636364,0.8863636363636365,16.30275869369507,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8522727272727273,0.8522727272727273,8.117910385131836,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.7840909090909091,0.7840909090909092,44.95899701118469,0,False,True,True,False,True,False,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
10,ionosphere,001 knn,009 bayesian selection,0.9204545454545454,0.9204545454545455,44.87357687950134,148,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
11,ionosphere,001 knn,013 bayesian weighting,0.9090909090909091,0.9090909090909091,117.0315454006195,164,0.2721392926095418,0.8680450195923584,0.18229817349183453,0.482706541238759,0.9768819050428282,0.10186277989173657,0.47787468868000293,0.7625904310289269,0.3459278456515735,0.35594535067156124,0.44808314760948975,0.48103326525741175,0.4699503471455059,0.33124795597267104,0.31597862793382114,0.551723533618505,0.8419355086578673,0.7563020002638435,0.9981390018722716,0.8109463872659702,0.05082606660228374,0.754866705749053,0.10937269196421089,0.48308706720008415,0.7826413724517615,0.5693722638213662,0.15214986420714158,0.31472757117778793,0.5845185940033122,0.8081000613547606,0.8838574390158822,0.13137205851675102,0.5000609221654116,0.9380783548096392
