,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,876805.3767287324,0.7540365516502672,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,498021.6004040084,0.8602938423518354,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,910773.8731827228,0.7445076313849162,0.00615239143371582,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,708594.4519791877,0.8012234647322289,0.00615239143371582,0,0.4074705272828337,0.5815204723089353,0.3179866748911384,0.05236234366504706,0.07247046442456632,0.052896540976411346,0.26375587577451376,0.6434874953290678,0.6436459715303694,0.08190162005236794,0.22415593913486795
4,bike,001 knn,003 feature importance selection,819882.3804391822,0.7700047206754309,0.273784875869751,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,950461.2221168117,0.7333744455505554,0.273784875869751,0,0.05068407428802332,0.2805420258803715,0.037382919952348846,0.003501428099264634,0.0145817224538408,0.002786703942940747,0.017433145247609156,0.3596762920431797,0.1405148622337077,0.05566075459346244,0.03723607126525124
6,bike,001 knn,004 l1,950461.2221168117,0.7333744455505554,0.005916595458984375,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,2026695.1208299603,0.43146685239004845,0.044609785079956055,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1282846.9320481683,0.6401328464833728,0.044609785079956055,0,0.4142647777234978,0.11529066927210552,0.3277967757694187,0.0,0.0268685881778212,0.03712750366389839,0.1250610649731314,0.9941377625793845,0.9990229604298974,0.9970688812896922,1.0
9,bike,001 knn,006 forward selection,1482041.2213536396,0.58425440915907,13.91641640663147,0,True,True,False,False,False,True,False,True,True,True,True
10,bike,001 knn,007 backward selection,1291824.4381746273,0.6376144559453459,5.950355291366577,0,True,True,False,False,False,False,False,True,True,True,True
11,bike,001 knn,008 stepwise selection,1338438.9640592323,0.6245380425997278,7.682569742202759,0,False,True,True,False,False,False,False,True,True,True,True
12,bike,001 knn,009 bayesian selection,882322.9228226405,0.7524887570088274,31.977030038833618,139,True,True,False,False,True,True,True,False,True,True,True
13,bike,001 knn,013 bayesian weighting,613315.7003179183,0.8279512779220812,83.47567534446716,462,0.23218972742562966,0.10344345159155774,0.18296732030034363,0.6978497703600219,0.6302167760071326,0.6890552069756116,0.2449605096568566,0.018837941780869564,0.01834425213026431,0.7483995949776829,0.13404519414225813
