,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8323699421965318,0.8323699421965318,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8554913294797688,0.8554913294797687,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8208092485549133,0.8208092485549133,0.17420005798339844,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8554913294797688,0.8554913294797687,0.17420005798339844,0,0.011248822334407915,0.07059408761451659,0.07918109405317061,0.02413016159970669,0.07106504019341889,0.024343329259066723,0.10619382100163993,0.2694068935750137,0.06911813196292502,0.11028045463414635,0.01220919429346017,0.01797202343337935,0.06452625678358055,0.0697306892615675
4,australian,001 knn,004 l1,0.861271676300578,0.861271676300578,0.004122257232666016,0,False,False,False,True,True,False,False,True,True,True,False,True,False,True
5,australian,001 knn,005 relieff selection,0.8554913294797688,0.8554913294797687,0.058264970779418945,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.861271676300578,0.861271676300578,0.058264970779418945,0,0.8381984987489575,0.0,0.03574468085106386,0.9165971643035863,0.5293617021276595,0.41618015012510423,0.13617021276595742,1.0,0.8815679733110926,0.09257714762301918,0.8398665554628857,0.9883236030025021,0.17531914893617018,0.3727659574468085
7,australian,001 knn,006 forward selection,0.8670520231213873,0.8670520231213873,3.486161947250366,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8554913294797688,0.8554913294797687,3.3632571697235107,0,True,True,True,True,True,True,True,True,True,True,False,True,True,True
9,australian,001 knn,008 stepwise selection,0.8554913294797688,0.8554913294797687,3.4564049243927,0,True,False,True,True,False,True,False,True,True,False,True,False,False,True
10,australian,001 knn,009 bayesian selection,0.8728323699421965,0.8728323699421965,34.22757315635681,64,True,False,False,False,False,False,True,True,False,False,True,True,True,False
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,88.10106468200684,444,0.47121225284667345,0.3525058498178396,0.7119555111473505,0.28420450542489245,0.16984869943732725,0.9421146340694141,0.8619761707209318,0.5546136255061336,0.16076629715530624,0.8946340285752976,0.6441573687803592,0.5408431961962891,0.9422747297271887,0.8756132984779175
