,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.7708333333333334,0.7708333333333333,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9467592592592593,0.9467592592592593,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.75,0.75,0.17387938499450684,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8402777777777778,0.8402777777777778,0.17387938499450684,0,0.04183337980919981,0.04173524572298109,0.037210446127238186,0.04967087789955934,0.03635732415060061,0.041937864717191145,0.031414924769455836,0.04820004430331053,0.027668105294099594,0.016842466443264644,0.017921880161985128,0.017092611406787975,0.13309843857547238,0.04247496913632408,0.0486017833137928,0.03217648458620794,0.022406742530274446,0.0433492265234955,0.08088234541512457,0.14263171420260443,0.046493124911029984
4,car,001 knn,004 l1,0.8333333333333334,0.8333333333333334,0.011894941329956055,0,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.8148148148148148,0.8148148148148148,0.12037539482116699,0,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8449074074074074,0.8449074074074074,0.12037539482116699,0,0.9073256840247131,0.9761694616063548,0.8773168578993822,0.9338040600176523,0.9443954104148279,0.824360105913504,0.8570167696381289,1.0,0.6716681376875552,0.8702559576345984,0.8340688437775816,0.9179170344218888,0.9646954986760812,0.7272727272727273,0.7316857899382171,0.5807590467784642,0.5101500441306267,0.6619593998234775,0.9355692850838482,0.9505736981465137,0.823477493380406
7,car,001 knn,006 forward selection,0.7060185185185185,0.7060185185185185,5.576559782028198,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.8425925925925926,0.8425925925925926,8.64869475364685,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False
9,car,001 knn,008 stepwise selection,0.8287037037037037,0.8287037037037037,14.83097505569458,0,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,False
10,car,001 knn,009 bayesian selection,0.8449074074074074,0.8449074074074074,40.54173040390015,190,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True
11,car,001 knn,013 bayesian weighting,0.8842592592592593,0.8842592592592593,108.39868593215942,259,0.8545573002440671,0.9873738252970939,0.3235051749817623,0.1297040865259189,0.3667125735350497,0.2812983099671491,0.6987658928833177,0.9213999338650003,0.5972579256680924,0.09752950135532301,0.3017524205861185,0.4549634809465444,0.45412849681304807,0.0650192507474692,0.5725473842389541,0.31523660032385864,0.8973207373943827,0.9931432288971009,0.6417019040902336,0.9949799256102019,0.05874098689837583
