,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,13862.729245283017,0.5340748264428898,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,4148.345578739261,0.8605744511379945,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,13862.729245283017,0.5340748264428898,0.01593923568725586,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,12104.133396226413,0.593181086234216,0.01593923568725586,0,0.3204713441621559,0.8548836656496044,0.8627376717316055,0.725143517352727,0.6426427414138797,0.5340975970283841
4,machine,001 knn,003 feature importance selection,14939.123396226416,0.49789730881844285,0.12955856323242188,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,9606.869056603773,0.6771139323765129,0.12955856323242188,0,0.020611011733525173,0.17172312617011418,0.5222772059745279,0.176962215298837,0.07715162680078545,0.031274814022210336
6,machine,001 knn,004 l1,9606.869056603773,0.6771139323765129,0.006232738494873047,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,15425.968679245285,0.48153447946698524,0.03664040565490723,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,9746.548867924528,0.672419305569588,0.03664040565490723,0,1.0,0.3237822349570201,0.29512893982808025,0.3123209169054441,0.0,0.7994269340974212
9,machine,001 knn,006 forward selection,13003.471320754717,0.5629544136102144,2.789506673812866,0,False,True,True,False,False,False
10,machine,001 knn,007 backward selection,9724.083018867925,0.6731743808823636,1.7467079162597656,0,True,True,True,True,False,False
11,machine,001 knn,008 stepwise selection,9724.083018867925,0.6731743808823636,2.772211790084839,0,True,True,True,True,False,False
12,machine,001 knn,009 bayesian selection,8772.8379245283,0.7051456491538224,28.793888568878174,46,True,False,True,True,True,False
13,machine,001 knn,013 bayesian weighting,8720.274339622641,0.7069123068578445,74.44999098777771,301,0.6031195717255196,0.53287040524205,0.5333867450891531,0.8932663084672994,0.30187090681623463,0.9411969351019602
