,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.8181818181818182,0.8181818181818182,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9545454545454546,0.9545454545454546,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.6363636363636364,0.6363636363636364,0.16608667373657227,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.75,0.75,0.16608667373657227,0,0.03338389545253021,0.0,0.10189961606121078,0.027498664491203802,0.11774980643040613,0.05177419336533453,0.07473187190822678,0.054368200779265595,0.026665693210466777,0.022067241203221434,0.012109318561757067,0.02226297693989011,0.013654802741027254,0.026804399414678274,0.023899065741831906,0.03157489667839582,0.011714461474239529,0.02723396672209263,0.010402890825274146,0.014381856819574523,0.015204281369780793,0.015153982977330322,0.01160927786163326,0.01329949469328838,0.006264160734570028,0.010255615077026811,0.07956990510000089,0.01965275746019651,0.02450677447291741,0.012373487915375632,0.01646370444655013,0.014795983883971037,0.03753304018081296,0.019139715005918566
4,ionosphere,001 knn,004 l1,0.8409090909090909,0.8409090909090909,0.004069805145263672,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.7613636363636364,0.7613636363636364,0.029439449310302734,0,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8522727272727273,0.8522727272727273,0.029439449310302734,0,0.964963503649635,1.0,0.11026033690658499,0.003062787136294043,0.1929555895865237,0.03369065849923425,0.1715160796324655,0.061255742725880524,0.1408882082695253,0.05206738131699851,0.04287901990811638,0.05206738131699851,0.05206738131699851,0.02143950995405819,0.1408882082695253,0.10107197549770286,0.09494640122511488,0.018376722817764146,0.05206738131699851,0.049004594180704464,0.09188361408882084,0.03675344563552829,0.07963246554364467,0.04594180704441042,0.04594180704441042,0.006125574272588086,0.10719754977029095,0.030627871362940318,0.009188361408882129,0.0,0.06431852986217457,0.02143950995405819,0.0735068912710567,0.08575803981623276
7,ionosphere,001 knn,006 forward selection,0.875,0.875,12.195000410079956,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8636363636363636,0.8636363636363636,12.012308120727539,0,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8636363636363636,0.8636363636363636,16.385315418243408,0,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
10,ionosphere,001 knn,009 bayesian selection,0.875,0.875,44.43705773353577,4,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
11,ionosphere,001 knn,013 bayesian weighting,0.9090909090909091,0.9090909090909091,116.9742271900177,382,0.18439800713268362,0.4755493398005275,0.2500531383390143,0.7042400567211723,0.9744089807302316,0.9537501198444809,0.6034262876414633,0.8372741138541172,0.7516202535501224,0.1431540175684037,0.2777561324304585,0.3492027145320228,0.18466441537542122,0.1550436479720615,0.2849735744371191,0.9137453326148866,0.34668014390262175,0.4711312852214068,0.5889137191648478,0.09750174845252203,0.2819674868516994,0.6120025317927227,0.8081965976334607,0.30275065213294855,0.9126200665860388,0.9691828211325166,0.39494642578706907,0.17094957161433388,0.8150555981955385,0.9942480786363551,0.07428193447779989,0.13550040360403184,0.9835192350277686,0.6793856546130352
