,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8690476190476191,0.8690476190476191,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.9166666666666666,0.9166666666666666,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8690476190476191,0.8690476190476191,0.15468192100524902,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.9166666666666666,0.9166666666666666,0.15468192100524902,0,0.22819936080236009,0.15889302817286888,0.02341252612770115,0.003913989529423893,0.1339792027568601,0.28882044691521913,0.16278144569556677
4,ecoli,001 knn,004 l1,0.9166666666666666,0.9166666666666666,0.006947994232177734,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.7857142857142857,0.7857142857142857,0.04317498207092285,0,False,True,True,True,True,False,True
6,ecoli,001 knn,012 relieff weighting,0.7976190476190477,0.7976190476190477,0.04317498207092285,0,0.0177383592017738,0.03104212860310418,0.9799599198396793,1.0,0.09312638580931265,0.0,0.0177383592017738
7,ecoli,001 knn,006 forward selection,0.5952380952380952,0.5952380952380952,3.3396780490875244,0,True,False,False,False,True,True,False
8,ecoli,001 knn,007 backward selection,0.7857142857142857,0.7857142857142857,2.115265130996704,0,True,True,False,True,True,False,True
9,ecoli,001 knn,008 stepwise selection,0.7261904761904762,0.7261904761904762,3.3663811683654785,0,True,False,False,True,True,False,True
10,ecoli,001 knn,009 bayesian selection,0.7976190476190477,0.7976190476190477,30.026144981384277,3,True,True,True,True,False,True,True
11,ecoli,001 knn,013 bayesian weighting,0.9285714285714286,0.9285714285714286,75.94793725013733,134,0.542739022141336,0.12514527602600561,0.4005886667655032,0.3448643827298524,0.12265323541860274,0.3586894095767949,0.9636201640130084
