,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.14091801643371582,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.14091801643371582,0,0.07458410584513107,0.016476050375672943,0.45063652831011947,0.4583033154690765
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.0038013458251953125,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03281974792480469,0,False,True,True,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03281974792480469,0,0.0,0.3165467625899281,0.05035971223021585,0.39568345323741005
7,iris,001 knn,006 forward selection,0.9473684210526315,0.9473684210526315,1.4076991081237793,0,True,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8254642486572266,0,True,False,True,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,0.9357383251190186,0,True,False,True,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.734914541244507,0,False,False,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.89426469802856,0,0.1771124529916709,0.3086632145697652,0.10485269972804934,0.3251480907924451
