,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.7692307692307693,0.7692307692307693,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.8461538461538461,0.8461538461538461,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.7884615384615384,0.7884615384615384,0.16307950019836426,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.7692307692307693,0.7692307692307693,0.16307950019836426,0,0.0104485797168445,0.0077452122048628945,0.010410502562803719,0.017402276909323642,0.01832723176322591,0.013500030624768709,0.008718018364700788,0.02146139570915172,0.06922410474746744,0.034582740998778234,0.04786079037336938,0.06675126993320496,0.020014268494037427,0.012447838466779285,0.016976711407681512,0.015180388769802718,0.01472783844173296,0.017260777623326617,0.012547431784918548,0.01827020422392883,0.010291505364275422,0.01126445453714622,0.011037591276709804,0.00987450226242699,0.005138725466235586,0.007605658078897782,0.011408788758359895,0.01066848979022948,0.007339166013843838,0.012686122974268299,0.013001265046622934,0.006874119137852325,0.011352404683318188,0.010236919957949018,0.0192528414478945,0.031195407965228336,0.03252437543926875,0.00877395530181536,0.010108716927134847,0.01041490777009837,0.009786031660033424,0.009204121508938411,0.013252993497763295,0.012177131246907376,0.014832824163189,0.029742661946473938,0.024973353592454076,0.027156218167957148,0.030676912684065357,0.011231722721393986,0.036114032344681316,0.015752748962475173,0.010448379118883444,0.010400518212961729,0.006240478560384952,0.008675191861377723,0.005222215972178339,0.008177178377343533,0.006220014916498544,0.00480773916375349
4,sonar,001 knn,004 l1,0.7115384615384616,0.7115384615384616,0.005013942718505859,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.75,0.75,0.03997921943664551,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True
6,sonar,001 knn,012 relieff weighting,0.8653846153846154,0.8653846153846154,0.03997921943664551,0,0.008888888888888835,0.01777777777777778,0.008888888888888835,0.0444444444444444,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.026666666666666616,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.008888888888888835,0.008888888888888835,0.01777777777777778,0.01777777777777778,0.0,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.06222222222222218,0.15111111111111108,0.09777777777777774,0.026666666666666616,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.026666666666666616,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.01777777777777778,0.008888888888888835,0.053333333333333344,0.026666666666666616,0.026666666666666616,0.01777777777777778,0.008888888888888835,0.008888888888888835,0.0444444444444444,0.01777777777777778,0.03555555555555556,0.07999999999999996
7,sonar,001 knn,006 forward selection,0.75,0.75,35.47981548309326,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,sonar,001 knn,007 backward selection,0.8653846153846154,0.8653846153846154,34.754191160202026,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.8076923076923077,0.8076923076923077,14.286484003067017,0,True,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,False
