,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.7546296296296297,0.7546296296296298,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9699074074074074,0.9699074074074074,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.7291666666666666,0.7291666666666665,0.17632603645324707,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8402777777777778,0.8402777777777778,0.17632603645324707,0,0.037519975582022094,0.05182495040665816,0.039454117977568266,0.04314010399982351,0.03541393480364972,0.04037678049514515,0.0323633419275377,0.057200895985557484,0.028523539696438113,0.01676012066288876,0.017216341317784503,0.017738098012067483,0.11966796559454018,0.05995721882783001,0.04221453556071089,0.03260302972758421,0.023152303895210963,0.04265395542727764,0.08258638462988516,0.1305516774504592,0.04908072801936077
4,car,001 knn,004 l1,0.8541666666666666,0.8541666666666666,0.022177457809448242,0,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.8449074074074074,0.8449074074074074,0.12250447273254395,0,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8495370370370371,0.8495370370370371,0.12250447273254395,0,0.8185801928133216,0.8825591586327782,0.8448729184925504,0.9702015775635408,0.9360210341805434,0.8702892199824716,0.8930762489044698,0.9675723049956179,0.9316389132340053,0.8869412795793163,0.6371603856266433,0.7975460122699386,0.9693251533742331,0.708150744960561,0.6818580192813322,0.5880806310254163,0.5346187554776511,0.7037686240140227,0.9605609114811569,1.0,0.8790534618755478
7,car,001 knn,006 forward selection,0.6990740740740741,0.6990740740740741,5.615448236465454,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.8171296296296297,0.8171296296296295,8.518695592880249,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
9,car,001 knn,008 stepwise selection,0.8078703703703703,0.8078703703703703,8.650512456893921,0,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,False,True,False
10,car,001 knn,009 bayesian selection,0.8541666666666666,0.8541666666666666,40.88471055030823,137,True,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,True
11,car,001 knn,013 bayesian weighting,0.9120370370370371,0.9120370370370371,109.49543905258179,300,0.9805202985240477,0.887590113757331,0.360296138525196,0.8034667703598615,0.7958766697038141,0.7821033274424596,0.9871712820507282,0.5945662350323349,0.47367265121415625,0.5281695248378876,0.8005411435704919,0.10399822062505339,0.9601712004672276,0.64401459497763,0.22893447605432485,0.4491784534148594,0.9805191234703714,0.9358684630647441,0.3708497464877536,0.2355585314839667,0.44388741685369854
