,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,1.5731140330498703,-0.12524945860603176,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,1.6947556682926372,-0.21225979690649543,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,1.5739358702420216,-0.12583731926718023,0.006281375885009766,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,1.5432037211187473,-0.1038545936438382,0.006281375885009766,0,0.06653679888589265,0.027826073638106408,0.08758975933024442,0.02906712662133617,0.06860127452081442,0.08175982957444163,0.05270137679399424,0.00619419057595736,0.06368362443800601,0.07767352955762713,0.04486949505711479,0.027693194645966944
4,fire,001 knn,003 feature importance selection,1.5140681426960734,-0.08301389604817433,0.24651885032653809,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,1.5281962382657897,-0.09311973170723098,0.24651885032653809,0,0.08386930177945738,0.06977751277672124,0.02764572359476429,0.047602350427108274,0.06744176520289161,0.11464514620762464,0.09281861433668327,0.08189096339751685,0.19699960854551368,0.11113207294297923,0.10463470520936508,0.0015422355793744719
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,1.5446989511962819,-0.10492413266001188,0.04694223403930664,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,1.5476522456509323,-0.10703662604344255,0.04694223403930664,0,0.26756756756756755,0.967654986522911,0.8194070080862533,0.33783783783783783,0.8243243243243243,0.8864864864864865,0.8891891891891892,0.7945945945945946,1.0,0.9351351351351351,0.6756756756756757,0.0
9,fire,001 knn,006 forward selection,1.5145754815092354,-0.08337679582075719,2.767580986022949,0,False,False,False,False,False,False,False,False,False,False,True,False
10,fire,001 knn,007 backward selection,1.5538568322380115,-0.11147477073690082,3.820155620574951,0,True,False,True,False,True,True,True,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,1.6415859011307712,-0.1742274289686767,2.7478506565093994,0,True,False,False,True,False,False,True,True,True,False,False,False
12,fire,001 knn,009 bayesian selection,1.4436532831087179,-0.03264610263724399,32.91256380081177,58,False,True,True,False,True,False,False,False,False,False,True,False
13,fire,001 knn,013 bayesian weighting,1.3764880192273616,0.015397252918552207,83.56529402732849,234,0.4223157103860651,0.15063935259321454,0.5248088515711296,0.7539392948434813,0.015303369346789757,0.11861929056546304,0.09983758760055078,0.40824445098289375,0.0008180961130214242,0.9033248298219074,0.13353649319499733,0.07921185582996933
