,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.7840909090909091,0.7840909090909092,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9318181818181818,0.9318181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.6704545454545454,0.6704545454545454,0.17250752449035645,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.8181818181818182,0.8181818181818182,0.17250752449035645,0,0.03538003941807258,0.0,0.11256495239639445,0.029182061510816645,0.15681843629454545,0.04064488596644624,0.08589239106643197,0.05271707271355715,0.014056684908848704,0.02112039932327447,0.007319946192615924,0.01478912492448989,0.006973980777879526,0.024504569228795132,0.015014305422593735,0.0289582175546274,0.008841542841003887,0.017385155727122677,0.008165230574391606,0.011283777314009629,0.010001859585941266,0.026241569620007198,0.015701778525368214,0.018598484341998525,0.017130572148059624,0.010833795142926515,0.08164704137728088,0.023030242722957492,0.032647756367204274,0.010210312494763264,0.023415338782488197,0.012298716686148698,0.014289012439278633,0.012340745609660189
4,ionosphere,001 knn,004 l1,0.8636363636363636,0.8636363636363636,0.005398750305175781,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.8181818181818182,0.8181818181818182,0.04111456871032715,0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.875,0.875,0.04111456871032715,0,1.0,0.9833610648918469,0.09487666034155595,0.003795066413662229,0.20493358633776093,0.11005692599620498,0.19734345351043647,0.1252371916508539,0.11764705882352944,0.06831119544592035,0.05313092979127132,0.0759013282732448,0.07210626185958258,0.07210626185958258,0.16698292220113853,0.12903225806451613,0.06072106261859578,0.04174573055028463,0.011385199240986688,0.030360531309297945,0.07969639468690703,0.04933586337760909,0.04174573055028463,0.08349146110056926,0.018975332068311146,0.0,0.14800759013282727,0.007590132827324458,0.0,0.007590132827324458,0.034155597722960174,0.04554079696394686,0.06831119544592035,0.12903225806451613
7,ionosphere,001 knn,006 forward selection,0.875,0.875,12.269009113311768,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.875,0.875,11.987071990966797,0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.875,0.875,12.26776385307312,0,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False
10,ionosphere,001 knn,009 bayesian selection,0.8863636363636364,0.8863636363636365,44.73259162902832,1,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True
11,ionosphere,001 knn,013 bayesian weighting,0.8977272727272727,0.8977272727272727,117.74442291259766,150,0.08962144262083235,0.8027475106584069,0.3166968665751647,0.6831669883680656,0.9313036329833607,0.24898995231602433,0.03194947405113313,0.9985430031255494,0.776464492681949,0.5994473851577002,0.5828265210948824,0.5139723391722931,0.8889509349877778,0.5978357529581628,0.11900341459808675,0.3695315661667535,0.4401005623964271,0.45887481018558807,0.4056295039598269,0.8979264642436202,0.5423783010841682,0.5141844761641571,0.14589381626142978,0.09644075608322084,0.8441671975835422,0.8170834591373818,0.46433245238253124,0.543504481659363,0.29242015038558,0.17218665761802288,0.47405293476958904,0.6784832557677501,0.784540793346057,0.4293980814423748
