,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8208092485549133,0.8208092485549133,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.838150289017341,0.8381502890173411,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8208092485549133,0.8208092485549133,0.16129803657531738,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8439306358381503,0.8439306358381503,0.16129803657531738,0,0.009689487813297187,0.07315863509491499,0.07900710934171169,0.02064972073416746,0.06904701436965649,0.02949721571828102,0.09938261333526571,0.2917592808295556,0.04949157964117687,0.10558225116572452,0.010574159581014129,0.009982637673920738,0.06301569567584538,0.08916259902546822
4,australian,001 knn,004 l1,0.8323699421965318,0.8323699421965318,0.01108860969543457,0,False,False,False,False,True,False,True,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.838150289017341,0.8381502890173411,0.05738091468811035,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8323699421965318,0.8323699421965318,0.05738091468811035,0,0.8227009113504556,0.0,0.03160667251975413,0.9105219552609777,0.49165935030728714,0.3835956917978459,0.15276558384547845,1.0,0.8508699254349628,0.12344656172328086,0.8227009113504556,0.9602319801159901,0.15803336259877088,0.28972783143107994
7,australian,001 knn,006 forward selection,0.8208092485549133,0.8208092485549133,3.5146424770355225,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.838150289017341,0.8381502890173411,3.3550851345062256,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False
9,australian,001 knn,008 stepwise selection,0.8208092485549133,0.8208092485549133,3.5436155796051025,0,True,True,True,False,True,False,True,True,False,False,False,False,True,True
10,australian,001 knn,009 bayesian selection,0.8439306358381503,0.8439306358381503,34.39008688926697,50,True,True,True,False,True,True,True,True,True,True,True,True,True,False
11,australian,001 knn,013 bayesian weighting,0.8786127167630058,0.8786127167630058,88.61895298957825,139,0.18210408085040908,0.7209135596592495,0.272227938571838,0.3311142761266007,0.8802966235330858,0.8713726156666973,0.5456497226472659,0.2587589340911129,0.9307168239068406,0.4879194838287471,0.5849045043272236,0.41305129438836063,0.4574221853629051,0.9293598637409217
