,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.5925925925925926,0.5925925925925926,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7777777777777778,0.7777777777777778,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5555555555555556,0.5555555555555556,0.15181946754455566,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.15181946754455566,0,0.1321973285817565,0.1030609507118215,0.16845213815016458,0.15319141046656462,0.07998555437348358,0.1099206626949164,0.1260844550788406,0.07910397082606685,0.04800352911638556
4,glass,001 knn,004 l1,0.7037037037037037,0.7037037037037037,0.0038602352142333984,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6296296296296297,0.6296296296296297,0.036004066467285156,0,True,False,True,False,True,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.6111111111111112,0.6111111111111112,0.036004066467285156,0,0.0757575757575758,0.06060606060606055,0.20588235294117646,0.015151515151515138,0.09090909090909094,0.4696969696969697,0.0,0.7352941176470589,1.0
7,glass,001 knn,006 forward selection,0.6666666666666666,0.6666666666666666,6.407273769378662,0,False,True,True,False,False,True,False,True,False
8,glass,001 knn,007 backward selection,0.6111111111111112,0.6111111111111112,2.822565793991089,0,True,True,True,False,False,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.6666666666666666,0.6666666666666666,2.117123603820801,0,True,False,True,False,False,False,False,True,False
10,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.640371084213257,2,True,True,False,False,False,False,False,True,False
11,glass,001 knn,013 bayesian weighting,0.7777777777777778,0.7777777777777778,78.51552891731262,171,0.4961397920363134,0.4779890705385505,0.5177934335815314,0.011946007060771369,0.06820361776814152,0.846549210804777,0.11198594597490592,0.3562768619537597,0.04375117391353353
