,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6296296296296297,0.6296296296296297,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7592592592592593,0.7592592592592593,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5555555555555556,0.5555555555555556,0.15464377403259277,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6296296296296297,0.6296296296296297,0.15464377403259277,0,0.12882260003984058,0.12506825489202167,0.14417171641428703,0.1668809778711616,0.07895025356043078,0.09189639787490607,0.13180256024800938,0.09306120273898777,0.03934603636035507
4,glass,001 knn,004 l1,0.6296296296296297,0.6296296296296297,0.01284170150756836,0,False,True,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5925925925925926,0.5925925925925926,0.018754005432128906,0,False,True,True,True,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5740740740740741,0.5740740740740741,0.018754005432128906,0,0.1875,0.203125,0.2631578947368421,0.1875,0.0,0.890625,0.078125,0.5789473684210527,1.0
7,glass,001 knn,006 forward selection,0.6296296296296297,0.6296296296296297,4.277220726013184,0,True,False,True,False,False,False,True,False,False
8,glass,001 knn,007 backward selection,0.6296296296296297,0.6296296296296297,2.011747121810913,0,True,False,True,True,True,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.5740740740740741,0.5740740740740741,3.239328145980835,0,False,True,False,True,True,False,True,True,True
10,glass,001 knn,009 bayesian selection,0.7037037037037037,0.7037037037037037,30.786614656448364,35,True,True,True,False,True,False,True,True,False
11,glass,001 knn,013 bayesian weighting,0.7222222222222222,0.7222222222222222,77.65853071212769,111,0.35716119821147624,0.7409187422201378,0.6251082025554617,0.77741865438286,0.3688460314934321,0.1640249084725494,0.17787387931049725,0.8697361327922711,0.12090394509117826
