,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.1511619855471493,-0.039621969067295426,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.534080743314956,-0.22468044240309815,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.1700135740557402,-0.048732638415778906,0.011576652526855469,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.180338956855616,-0.05372272975706416,0.011576652526855469,0,0.026834819897814766,0.0317632690453943,0.1425459719546723,0.0166174128469516,0.06278682565147253,0.06775160864339001,0.1063006597884308,0.008923853231374205,0.07750747354783827,0.09084026796548315,0.04666407717515105,0.06464209945288636
4,fire,001 knn,003 feature importance selection,2.178807250800095,-0.0529824808701036,0.24370479583740234,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.1302273817062276,-0.029504611930562863,0.24370479583740234,0,0.08952374979794452,0.0713656248433168,0.040306241403413476,0.04803697704291912,0.06563045775426178,0.10189785946017743,0.09783296927075143,0.08106452380867557,0.18606787716682585,0.11939947157404893,0.09763778917241869,0.0012364587052464068
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.1877031844942936,-0.05728174246267148,0.048532962799072266,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.2021443946100625,-0.06426094690991424,0.048532962799072266,0,0.32791327913279134,0.032520325203252036,0.7410256410256411,0.2601626016260163,0.7588075880758808,0.8373983739837398,0.8401084010840109,0.7479674796747967,1.0,0.9051490514905149,0.6314363143631436,0.0
9,fire,001 knn,006 forward selection,2.1451552753818053,-0.03671902271008576,2.76922607421875,0,False,False,False,False,False,False,False,False,True,False,False,False
10,fire,001 knn,007 backward selection,2.304055656801724,-0.11351301987404305,2.7016348838806152,0,True,True,True,True,True,True,True,True,False,True,True,True
11,fire,001 knn,008 stepwise selection,2.2867133146558647,-0.10513174500443756,4.15479850769043,0,False,True,True,True,False,False,True,True,False,False,False,True
12,fire,001 knn,009 bayesian selection,2.0300287818964495,0.018919758866196013,32.70243787765503,50,False,False,False,False,False,True,True,False,True,False,True,True
13,fire,001 knn,013 bayesian weighting,1.9458232400801094,0.05961494211024898,83.32800126075745,410,0.39603248485520964,0.591955916747872,0.1363744843641652,0.626598087158639,0.37715791869944726,0.206173244767152,0.1678417739412835,0.27906389125599934,0.7259083835019235,0.060662037663971144,0.9998740914771639,0.5476867235562183
