,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6296296296296297,0.6296296296296297,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7592592592592593,0.7592592592592593,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6851851851851852,0.6851851851851852,0.15508055686950684,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6111111111111112,0.6111111111111112,0.15508055686950684,0,0.14828807199517421,0.09836548914712676,0.17742017607896496,0.16095716829849624,0.07631866532938895,0.07652403572059134,0.12792522522900443,0.09286655007664964,0.041334618124603546
4,glass,001 knn,004 l1,0.6481481481481481,0.6481481481481481,0.0038747787475585938,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6296296296296297,0.6296296296296297,0.019325733184814453,0,False,False,True,True,False,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.6296296296296297,0.6296296296296297,0.019325733184814453,0,0.0,0.014925373134328401,0.9104477611940298,0.07462686567164178,0.014925373134328401,0.7462686567164178,0.02985074626865669,0.5714285714285714,1.0
7,glass,001 knn,006 forward selection,0.48148148148148145,0.48148148148148145,3.238770008087158,0,False,False,False,True,False,False,False,False,True
8,glass,001 knn,007 backward selection,0.5925925925925926,0.5925925925925926,2.8366315364837646,0,False,True,True,False,True,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.6111111111111112,0.6111111111111112,2.1450929641723633,0,False,False,True,False,True,True,True,True,False
10,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.45754098892212,0,False,False,True,True,False,True,True,False,False
11,glass,001 knn,013 bayesian weighting,0.7592592592592593,0.7592592592592593,78.29306745529175,243,0.12009739294670846,0.874270644276562,0.7790767245791473,0.4293217817897266,0.6336168949830335,0.6792953355022011,0.5921300792602365,0.02342705592266884,0.19220762387826998
