,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8208092485549133,0.8208092485549133,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8554913294797688,0.8554913294797687,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8497109826589595,0.8497109826589595,0.16379094123840332,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8497109826589595,0.8497109826589595,0.16379094123840332,0,0.009712445762404709,0.07736454086835286,0.08311632988738855,0.016877517002328937,0.06352658448300806,0.029482315657020242,0.07981505835597782,0.2644376845264433,0.07993817651375358,0.1097421972932064,0.010303317910451323,0.012664867243089803,0.0754410719096435,0.08757789258693105
4,australian,001 knn,004 l1,0.8439306358381503,0.8439306358381503,0.0033829212188720703,0,False,False,False,False,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8439306358381503,0.8439306358381503,0.056845664978027344,0,True,False,False,True,True,True,False,True,True,True,True,True,True,False
6,australian,001 knn,012 relieff weighting,0.861271676300578,0.861271676300578,0.056845664978027344,0,0.8618925831202046,0.0,0.017497812773403343,0.9096334185848253,0.46194225721784776,0.30264279624893436,0.15398075240594922,1.0,0.8635976129582268,0.06564364876385337,0.8175618073316283,0.9761295822676896,0.26771653543307083,0.24146981627296593
7,australian,001 knn,006 forward selection,0.8497109826589595,0.8497109826589595,5.234600305557251,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
8,australian,001 knn,007 backward selection,0.861271676300578,0.861271676300578,3.3391451835632324,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8323699421965318,0.8323699421965318,3.426527976989746,0,False,False,False,False,False,True,False,True,True,True,False,True,False,True
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,34.31052303314209,47,False,True,False,True,True,False,False,True,True,True,False,True,False,False
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,88.47846460342407,214,0.7811034982105075,0.5756769585679784,0.42707373902055007,0.7844065720958299,0.3775262593113423,0.8217121201455622,0.6343462439721699,0.06966682797476867,0.7154058807729772,0.27753083778503995,0.35892841073585935,0.5450453190212193,0.25580493418033934,0.2642369336713721
