,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,882553.0688752278,0.7453966384115038,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,513208.9051849611,0.851946906010118,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,901412.8039069353,0.739955886906486,0.02183675765991211,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,779904.2152777779,0.7750092975374006,0.02183675765991211,0,0.44009423405942716,0.557505121031805,0.3082300612185323,0.03325425004502891,0.062267024485078065,0.0432417024037389,0.2962869643234637,0.6549601693339046,0.6594274824541849,0.08249026755456955,0.24828060870869217
4,bike,001 knn,003 feature importance selection,813381.4619383729,0.7653516125356619,0.26309728622436523,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,1105816.6104912972,0.6809884456123456,0.26309728622436523,0,0.055877660743838396,0.2676692132111602,0.025139460373770687,0.002247922285702733,0.01440206562706081,0.00403481472699107,0.023138085784688057,0.3691585017132993,0.16421729857217343,0.048237152244577024,0.02587782471673822
6,bike,001 knn,004 l1,1105816.6104912972,0.6809884456123456,0.0074787139892578125,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,2208954.9525315384,0.3627495316187068,0.0740664005279541,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1547337.5048573166,0.553616270633211,0.0740664005279541,0,0.44671532846715334,0.13041362530413625,0.31873479318734793,0.0,0.03844282238442823,0.04184914841849152,0.16155717761557176,0.9844282238442822,1.0,0.9941605839416059,0.9961070559610705
9,bike,001 knn,006 forward selection,1464818.9121719624,0.5774216505386014,5.091308355331421,0,True,True,False,False,False,False,False,True,False,False,False
10,bike,001 knn,007 backward selection,1550070.8477577078,0.5528277420842133,5.229915618896484,0,True,True,False,False,False,False,True,True,True,True,True
11,bike,001 knn,008 stepwise selection,1547292.6347736625,0.5536292149813029,8.922265529632568,0,True,True,False,False,True,False,True,True,True,True,False
12,bike,001 knn,009 bayesian selection,1112997.9174087564,0.678916745964738,32.26313138008118,7,True,True,False,True,False,False,False,False,True,True,False
13,bike,001 knn,013 bayesian weighting,713158.1509309857,0.794264538898867,83.065598487854,484,0.22564876908577133,0.8123255050706204,0.10186322877980321,0.3770301252405989,0.9995843551541133,0.7819493736729363,0.46272674755562876,0.0004917274568491115,0.050551316071170804,0.9019032093512808,0.26325312830835934
