,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.5925925925925926,0.5925925925925926,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.6666666666666666,0.6666666666666666,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5925925925925926,0.5925925925925926,0.15774202346801758,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.5925925925925926,0.5925925925925926,0.15774202346801758,0,0.15247848779272583,0.10053871026999385,0.17007868930847694,0.14667902012198375,0.07496432356755904,0.09838810863335874,0.12363669233478165,0.0960492328844232,0.03718673508669704
4,glass,001 knn,004 l1,0.6666666666666666,0.6666666666666666,0.004593372344970703,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5925925925925926,0.5925925925925926,0.022419452667236328,0,True,False,True,False,False,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.5555555555555556,0.5555555555555556,0.022419452667236328,0,0.1348314606741573,0.0674157303370787,0.8314606741573034,0.0,0.0449438202247191,0.8426966292134832,0.0786516853932584,0.4666666666666667,1.0
7,glass,001 knn,006 forward selection,0.3888888888888889,0.3888888888888889,4.261307239532471,0,False,False,True,True,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.6296296296296297,0.6296296296296297,2.850862979888916,0,True,False,True,True,True,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.5555555555555556,0.5555555555555556,2.133496046066284,0,False,False,True,True,True,False,True,True,False
10,glass,001 knn,009 bayesian selection,0.6481481481481481,0.6481481481481481,30.511401414871216,0,True,True,True,False,False,True,True,True,False
11,glass,001 knn,013 bayesian weighting,0.6851851851851852,0.6851851851851852,78.1080732345581,29,0.6824098508521418,0.15741574171725078,0.20403755667752788,0.8131395645709361,0.7333023987049829,0.20388864531433265,0.44224344612796146,0.003269185340060876,0.8351305556071174
