,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,17138.621509433964,0.5538195662418202,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,5007.562537152642,0.8696349981433386,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,17138.621509433964,0.5538195662418202,0.015737533569335938,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,14357.140188679241,0.6262316060025142,0.015737533569335938,0,0.30680905998833413,0.6851375082295282,0.8697587365080679,0.655947570489343,0.5279275419181738,0.7194093031898253
4,machine,001 knn,003 feature importance selection,12462.655094339621,0.6755519192304813,0.12882733345031738,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,12235.873584905661,0.6814558638500577,0.12882733345031738,0,0.010163226115482017,0.04138051427227994,0.5835854222609584,0.09765311021675169,0.1226340498974055,0.1445836772371224
6,machine,001 knn,004 l1,12235.873584905661,0.6814558638500577,0.005982875823974609,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,19891.151886792457,0.48216122446524523,0.04092216491699219,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,23986.841320754713,0.3755355844055607,0.04092216491699219,0,1.0,0.13647642679900746,0.022332506203473945,0.4094292803970223,0.04218362282878412,0.771712158808933
9,machine,001 knn,006 forward selection,26373.154528301882,0.31341120284779134,2.7996158599853516,0,False,False,True,False,False,True
10,machine,001 knn,007 backward selection,12396.799245283015,0.6772663856641683,2.1029601097106934,0,True,False,True,False,True,False
11,machine,001 knn,008 stepwise selection,12990.351698113205,0.6618140640923178,1.3852291107177734,0,False,False,True,True,False,False
12,machine,001 knn,009 bayesian selection,12200.184905660379,0.6823849695180457,29.108417510986328,4,False,True,True,True,False,False
13,machine,001 knn,013 bayesian weighting,10802.716792452828,0.7187661293780119,74.17960786819458,398,0.9048706363295983,0.7955224037409904,0.16378382620218795,0.045738601516432636,0.0011318408231371334,0.0008378146626022904
