,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.6730769230769231,0.6730769230769231,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.75,0.75,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.6923076923076923,0.6923076923076923,0.16303253173828125,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.7115384615384616,0.7115384615384616,0.16303253173828125,0,0.0071125736257451585,0.007653539229165445,0.009202365795263475,0.021927396046326104,0.016411933849873113,0.008537183672612716,0.005627823769427824,0.016086834244044317,0.018116620348477993,0.038576267256537525,0.07915147608545142,0.04983541397155165,0.03351591654062822,0.012538219790362,0.008996158761377061,0.011680302835544918,0.013940644225586885,0.013177140310310757,0.012997577330844702,0.025418016584524205,0.029359382164581185,0.015206838590711544,0.01422180061376652,0.0045276926244419225,0.008547772096592002,0.011882697640894287,0.013282156680774301,0.02590150646358963,0.009673550158217211,0.007735506379158086,0.006495811660564923,0.008535493660511944,0.014025060774376276,0.016645734838207138,0.0170447235040316,0.03456026848460752,0.027182569607206556,0.009009147790051448,0.014512460534125544,0.010882540557771676,0.006986288308056723,0.007039037181569014,0.007132044290410293,0.015266848107505152,0.022328109163811817,0.010292327867733023,0.0329185557656923,0.04228548087754193,0.02707110567644604,0.00606790865864517,0.025112477839549306,0.0256349827606033,0.007039359374545996,0.008228754647180281,0.008885813793291446,0.00943690690623208,0.008509506116726614,0.0037862824116262025,0.010022287464324995,0.006219803690671666
4,sonar,001 knn,004 l1,0.6153846153846154,0.6153846153846154,0.004176139831542969,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.6730769230769231,0.6730769230769231,0.014780044555664062,0,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True
6,sonar,001 knn,012 relieff weighting,0.7307692307692307,0.7307692307692306,0.014780044555664062,0,0.03300330033003296,0.02640264026402639,0.02640264026402639,0.04620462046204621,0.01980198019801982,0.02640264026402639,0.01980198019801982,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.04620462046204621,0.02640264026402639,0.03960396039603964,0.02640264026402639,0.02640264026402639,0.01980198019801982,0.03960396039603964,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.03960396039603964,0.04620462046204621,0.03960396039603964,0.02640264026402639,0.03960396039603964,0.0726072607260726,0.08580858085808585,0.12541254125412538,0.04620462046204621,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.03960396039603964,0.03300330033003296,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.02640264026402639,0.03300330033003296,0.03960396039603964,0.03960396039603964,0.03300330033003296,0.03300330033003296,0.03960396039603964,0.02640264026402639,0.02640264026402639,0.0,0.0726072607260726
7,sonar,001 knn,006 forward selection,0.6923076923076923,0.6923076923076923,42.450223445892334,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,sonar,001 knn,007 backward selection,0.7307692307692307,0.7307692307692306,34.74959850311279,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.7115384615384616,0.7115384615384616,28.477803945541382,0,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True
10,sonar,001 knn,009 bayesian selection,0.7692307692307693,0.7692307692307693,59.12273812294006,3,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True
