,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,16.293740731413862,0.1863589665943831,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,12.439715533803021,0.37881281106422016,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,16.293740731413862,0.1863589665943831,0.03238344192504883,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,14.640532751336076,0.2689132352253767,0.03238344192504883,0,0.05505985093393764,0.07132084093318769,0.1784818900844273,0.09128155452556003,0.0753325614560957,0.01907356964673876,0.20658125926633095,0.15351917898645154,0.03843348536837833,0.09298821602362749,0.026095151501714115,0.06127519452154025,0.12392151910514929,0.09638715310131034,0.31801378584259443,0.06833624564623612,0.0614130928072845,0.10696763429695591,0.04529664577877151,0.013257956879857551,0.152668438952287,,0.11355122658058908,0.09645452546805126,0.037688017819599844,0.09976493764047435,0.03096456110188306,0.016303743956793643,0.041970524250000425,0.06741541309154787
4,student,001 knn,003 feature importance selection,19.62284898849996,0.02011727125474816,0.2004718780517578,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,14.57354710540306,0.27225821726962895,0.2004718780517578,0,0.009608948255079405,0.01588526174256452,0.045313897094081075,0.010269918516483727,0.01569525843106677,0.006041215801326552,0.04365363381217779,0.03739546265344384,0.0097710463816535,0.015689675353326292,0.010806862354671622,0.011121596417152704,0.03077920863693489,0.04176075201435337,0.12271154760185554,0.025595045793705435,0.021198500410753062,0.019806444007071683,0.017855781451018096,0.011007144315331565,0.01699431215061242,0.0,0.02963853862079229,0.050136583676784724,0.040691499481413776,0.0669379589048866,0.01762434870166448,0.029365945071711978,0.04553957047009773,0.1811040418779845
6,student,001 knn,004 l1,17.48985701894289,0.1266299388468083,0.017058610916137695,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,14.177061473460364,0.29205704582729564,0.05584001541137695,0,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,13.594924312375836,0.32112653264044,0.05584001541137695,0,0.107981220657277,0.46713615023474175,0.4416403785488959,0.33333333333333337,0.3943661971830986,0.1220657276995305,0.12302839116719243,0.30914826498422715,0.12910798122065725,0.04694835680751175,0.3474178403755869,0.45070422535211263,0.7253521126760563,0.9107981220657277,0.5845070422535211,0.15962441314553988,0.4624413145539906,0.5305164319248826,0.5305164319248826,0.3403755868544601,0.04460093896713613,0.0,0.43896713615023475,0.2744479495268139,0.42902208201892744,0.3911671924290221,0.6431924882629108,0.277602523659306,0.416403785488959,1.0
9,student,001 knn,006 forward selection,19.293992557150453,0.03653898134919109,24.26793885231018,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
10,student,001 knn,007 backward selection,13.861859593161533,0.30779690494529954,13.295689105987549,0,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,student,001 knn,008 stepwise selection,14.078373765354375,0.2969850958147968,27.84984588623047,0,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True
12,student,001 knn,009 bayesian selection,13.137440890903495,0.3439713348223632,41.940245628356934,109,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True
13,student,001 knn,013 bayesian weighting,12.165897199138195,0.3924861495844876,111.61695957183838,488,0.053733555885566595,0.7257907664808392,0.05033398883175154,0.41146781698564494,0.8797600001673922,0.06324867283319516,0.8524804017895373,0.4867431832008829,0.5025202465624303,0.9404866914577941,0.8382627721181907,0.8318918775163866,0.3673795007744052,0.5156740153308867,0.11689828412719686,0.4863839277564374,0.3957766421077666,0.0826426740348375,0.8498404979364809,0.5214354677682955,0.8867004495206053,0.24948801135257695,0.20676414879652055,0.5211940979171155,0.5127389793599485,0.8763157343888629,0.03554384332920837,0.9080131950412248,0.7622294861933228,0.979494760384993
