,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,20.91331918110236,0.7149574571330775,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,7.655391998578454,0.8956592024909327,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,20.08483527559055,0.726249455170615,0.007257223129272461,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,17.164942866141725,0.7660467513377004,0.007257223129272461,0,0.3692841399110095,0.33808589713654047,0.46780404013628224,0.17549595870941828,0.3926020686745766,0.6720963692949573,0.3534852624387684,0.2096855339801325,0.36628210609773726,0.45839145998727765,0.5199687149861941,0.34164521625285976,0.7410924839463099
4,boston,001 knn,003 feature importance selection,17.381701921259836,0.7630923875791188,0.26521730422973633,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,16.65496743307087,0.7729975702384864,0.26521730422973633,0,0.04214165518780032,0.0011329216745888293,0.007193729965136365,0.0014704845913493627,0.015678002789153506,0.4975705909075963,0.01316066236910009,0.06837361179012218,0.004300329210262043,0.013496073577063351,0.014901449489729279,0.010722240302697783,0.3098582481454006
6,boston,001 knn,004 l1,17.078655748031498,0.7672228200119174,0.006369829177856445,0,False,False,False,False,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,16.66312554330709,0.772886377535569,0.03391289710998535,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,16.95704932283465,0.7688802807127701,0.03391289710998535,0,1.0,0.3740902474526928,0.851528384279476,0.0,0.27246376811594203,0.9971014492753624,0.9681159420289855,0.9101449275362319,0.6593886462882096,0.8471615720524017,0.7976710334788937,0.7811594202898551,0.9971014492753624
9,boston,001 knn,006 forward selection,15.928603716535434,0.7828976993865471,16.56079626083374,0,False,False,False,False,False,True,False,False,True,True,True,False,True
10,boston,001 knn,007 backward selection,16.936523464566932,0.7691600422745046,5.336909770965576,0,True,False,True,False,True,True,True,True,True,True,True,False,True
11,boston,001 knn,008 stepwise selection,16.936523464566932,0.7691600422745046,10.520724773406982,0,True,False,True,False,True,True,True,True,True,True,True,False,True
12,boston,001 knn,009 bayesian selection,16.956071307086614,0.7688936107869382,33.016186237335205,36,True,True,False,True,False,True,True,False,True,False,True,True,True
13,boston,001 knn,013 bayesian weighting,13.127089133858265,0.8210815397234101,85.33376598358154,470,0.9017926128520246,0.7968288353124111,0.4721414073051577,0.5452678910657978,0.48130303127669277,0.020811376000193976,0.5278501800136932,0.12576737861055015,0.9456387214488168,0.3533513813907074,0.19149886880976189,0.543010622928434,0.08467919816816247
