,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,23748.420566037734,0.4320055604767299,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,17706.03734840543,0.5765221214640313,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,23748.420566037734,0.4320055604767299,0.015889883041381836,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,19251.16433962264,0.5395670937842633,0.015889883041381836,0,0.29453354057852715,0.9053970604193287,0.8542482965836802,0.6762612750102712,0.6726593622621543,0.3825495014543654
4,machine,001 knn,003 feature importance selection,19209.845660377356,0.5405553186640824,0.15577483177185059,0,False,True,True,True,False,True
5,machine,001 knn,011 feature importance weighting,26334.162075471697,0.37016200354127016,0.15577483177185059,0,0.01831134217647244,0.4707852671531304,0.24849546046216262,0.12281157279052768,0.1099885478099212,0.029607809607785474
6,machine,001 knn,004 l1,26334.162075471697,0.37016200354127016,0.005772590637207031,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,28406.07999999999,0.32060764025179544,0.03417181968688965,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,27030.704528301885,0.35350269607283014,0.03417181968688965,0,1.0,0.3545232273838631,0.16381418092909536,0.5354523227383863,0.0,0.7701711491442543
9,machine,001 knn,006 forward selection,17606.125660377358,0.5789117238835069,2.79500675201416,0,False,False,True,False,True,False
10,machine,001 knn,007 backward selection,13490.603773584904,0.6773432612960365,1.2611639499664307,0,True,False,True,True,True,True
11,machine,001 knn,008 stepwise selection,13429.291132075472,0.6788096846884049,1.4054744243621826,0,True,False,True,True,True,False
12,machine,001 knn,009 bayesian selection,13429.291132075472,0.6788096846884049,29.147940635681152,10,True,False,True,True,False,False
13,machine,001 knn,013 bayesian weighting,13193.260754716983,0.6844548576600309,73.99649262428284,434,0.677844332246303,0.00023838813433479933,0.5950499583832722,0.39954325853161043,0.18413890558151702,0.14995725236140367
