,dataset,base,method,PM1,PM2,Time,TriesToOpt,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,breast_cancer,001 knn,000 all,0.965034965034965,0.965034965034965,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,breast_cancer,000 rf,000 all,0.9790209790209791,0.9790209790209791,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,breast_cancer,001 knn,003 feature importance selection,0.972027972027972,0.972027972027972,0.15482783317565918,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,breast_cancer,001 knn,011 feature importance weighting,0.951048951048951,0.951048951048951,0.15482783317565918,0,0.06760459997026486,0.013464606823114258,0.041402761178472774,0.03765274979920133,0.006597389322519509,0.009425492891078129,0.034741626342183404,0.07926031203401383,0.004494907073034846,0.004256010535789881,0.022131513016941128,0.003957947097612129,0.011978564946776831,0.037812969153649095,0.004167756672036312,0.0036619144612834243,0.006507042128359172,0.003760977651253877,0.0031134796962758514,0.0051557318953445175,0.11431324743159194,0.013361803107134225,0.1536860541493109,0.1343040248997159,0.01856081567339125,0.013750351844664216,0.04240295253355461,0.09482029303014267,0.007260052042568786,0.006392052598720248
4,breast_cancer,001 knn,004 l1,0.958041958041958,0.958041958041958,0.014611005783081055,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
5,breast_cancer,001 knn,005 relieff selection,0.965034965034965,0.965034965034965,0.05531716346740723,0,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True
6,breast_cancer,001 knn,012 relieff weighting,0.958041958041958,0.958041958041958,0.05531716346740723,0,0.0072727272727273196,0.011636363636363667,0.008727272727272695,0.0072727272727273196,0.004363636363636347,0.0058181818181818334,0.016000000000000014,0.013090909090909042,0.0058181818181818334,0.0,0.0014545454545454861,0.002909090909090861,0.002909090909090861,0.004363636363636347,0.002909090909090861,0.002909090909090861,0.013090909090909042,0.013090909090909042,0.004363636363636347,0.002909090909090861,0.0058181818181818334,0.004363636363636347,0.002909090909090861,0.004363636363636347,0.0072727272727273196,0.004363636363636347,0.013090909090909042,0.013090909090909042,0.0058181818181818334,0.002909090909090861
7,breast_cancer,001 knn,006 forward selection,0.958041958041958,0.958041958041958,10.955410957336426,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
8,breast_cancer,001 knn,007 backward selection,0.951048951048951,0.951048951048951,7.399193286895752,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,breast_cancer,001 knn,008 stepwise selection,0.958041958041958,0.958041958041958,7.351320028305054,0,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False
10,breast_cancer,001 knn,009 bayesian selection,0.972027972027972,0.972027972027972,42.18338632583618,20,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True
11,breast_cancer,001 knn,013 bayesian weighting,0.9790209790209791,0.9790209790209791,110.5646288394928,240,0.9022889164870191,0.9176748103238935,0.489187112843219,0.06270140803288542,0.032890030840643535,0.6889240824801816,0.014189721606864776,0.06551698877643694,0.5390909521003941,0.8279251638814558,0.09882402795285765,0.6433690663421071,0.7276825316858061,0.7939098453697172,0.037700521778772304,0.7036683370403187,0.07155816753693112,0.8016069475906114,0.8154849156843456,0.5262726395622155,0.6092022383964828,0.5865393315359269,0.2147102329348788,0.3621581744347998,0.3886260397405747,0.2575614745167788,0.8063446699235529,0.3176551845092753,0.5373667787548959,0.4324445233214011
