,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8095238095238095,0.8095238095238095,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8095238095238095,0.8095238095238095,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.7976190476190477,0.7976190476190477,0.15176653861999512,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8095238095238095,0.8095238095238095,0.15176653861999512,0,0.22717658994943896,0.17397958666421978,0.016762512759839004,0.0,0.12412426431466445,0.26573827195960564,0.19221877435223234
4,ecoli,001 knn,004 l1,0.8095238095238095,0.8095238095238095,0.004337787628173828,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.6666666666666666,0.6666666666666666,0.047170162200927734,0,False,False,True,True,True,True,True
6,ecoli,001 knn,012 relieff weighting,0.8214285714285714,0.8214285714285714,0.047170162200927734,0,0.07645875251509049,0.0,1.0,0.9817184643510055,0.14084507042253525,0.08048289738430581,0.08853118712273644
7,ecoli,001 knn,006 forward selection,0.7738095238095238,0.7738095238095238,4.165257215499878,0,True,True,False,False,True,True,False
8,ecoli,001 knn,007 backward selection,0.7738095238095238,0.7738095238095238,1.563453197479248,0,True,True,True,True,True,True,False
9,ecoli,001 knn,008 stepwise selection,0.7738095238095238,0.7738095238095238,1.6731042861938477,0,True,True,False,False,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.8214285714285714,0.8214285714285714,29.904921531677246,0,True,False,True,False,True,True,True
11,ecoli,001 knn,013 bayesian weighting,0.8333333333333334,0.8333333333333334,75.65027379989624,91,0.3403172995919225,0.8340283767073994,0.5146487405673138,0.6016909732736525,0.5753720988137325,0.38022828636701456,0.48713438965133227
