,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6296296296296297,0.6296296296296297,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.6481481481481481,0.6481481481481481,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.46296296296296297,0.46296296296296297,0.15473532676696777,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6296296296296297,0.6296296296296297,0.15473532676696777,0,0.13543383732951678,0.12940726116745938,0.1480532325753597,0.15203647049442723,0.0872482061387051,0.0836299233640161,0.1352694171934715,0.07857053856916357,0.05035111316788063
4,glass,001 knn,004 l1,0.7037037037037037,0.7037037037037037,0.00503993034362793,0,False,True,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6111111111111112,0.6111111111111112,0.03232121467590332,0,True,True,True,False,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5925925925925926,0.5925925925925926,0.03232121467590332,0,0.07894736842105265,0.07894736842105265,0.375,0.0,0.0,0.631578947368421,0.052631578947368474,0.6875,1.0
7,glass,001 knn,006 forward selection,0.5555555555555556,0.5555555555555556,5.272986888885498,0,False,False,False,True,True,False,True,True,False
8,glass,001 knn,007 backward selection,0.5555555555555556,0.5555555555555556,2.0271401405334473,0,True,True,False,True,True,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.6851851851851852,0.6851851851851852,3.2250757217407227,0,True,True,True,False,False,True,True,True,False
10,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.552460193634033,46,True,True,True,True,True,True,True,True,False
11,glass,001 knn,013 bayesian weighting,0.7962962962962963,0.7962962962962963,77.97573065757751,148,0.7032244566195843,0.04035235053454632,0.4982011210398048,0.7465395468467819,0.9750739960811281,0.4747340730897145,0.9965601376466849,0.6158429520728737,0.00312866743560139
