,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9333333333333333,0.9333333333333333,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.9333333333333333,0.9333333333333333,0.14372038841247559,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9333333333333333,0.9333333333333333,0.14372038841247559,0,0.15930426046623888,0.029983982405031678,0.010998927605739546,0.03340049222211675,0.026745432956924768,0.038676162416485145,0.1630301755875372,0.008101594005710767,0.019890769560145308,0.12844281854353248,0.07989215871054263,0.13977404493590123,0.16175918058409372
4,wine,001 knn,004 l1,0.8666666666666667,0.8666666666666667,0.003994941711425781,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.8444444444444444,0.8444444444444444,0.03487277030944824,0,True,False,True,True,True,True,False,True,True,False,True,True,False
6,wine,001 knn,012 relieff weighting,0.8444444444444444,0.8444444444444444,0.03487277030944824,0,0.07529411764705884,0.02352941176470591,0.03294117647058825,0.11294117647058821,0.0894117647058823,0.03764705882352937,0.0,0.12235294117647055,0.0658823529411765,0.014117647058823568,0.08470588235294119,0.04705882352941182,0.028235294117647025
7,wine,001 knn,006 forward selection,0.5777777777777777,0.5777777777777777,4.5842125415802,0,True,False,False,False,False,False,True,False,False,False,False,False,False
8,wine,001 knn,007 backward selection,0.8666666666666667,0.8666666666666667,4.285600900650024,0,True,True,False,True,False,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.8444444444444444,0.8444444444444444,3.073578357696533,0,True,False,False,False,False,True,False,False,True,False,True,True,False
10,wine,001 knn,009 bayesian selection,0.9555555555555556,0.9555555555555556,32.80851626396179,50,False,True,True,True,False,True,True,True,True,True,True,False,True
11,wine,001 knn,013 bayesian weighting,0.9777777777777777,0.9777777777777777,85.02559661865234,57,0.1602066060715865,0.2950833146036943,0.4437341869977241,0.9676710166874785,0.21053524947040902,0.7984280855621599,0.8986241242410704,0.8446115545427328,0.36649182075185815,0.3471103574099261,0.8718632129888247,0.41619382559100865,0.37116514456053024
