,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6666666666666666,0.6666666666666666,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.8148148148148148,0.8148148148148148,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5555555555555556,0.5555555555555556,0.15474152565002441,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6666666666666666,0.6666666666666666,0.15474152565002441,0,0.14922885357825597,0.10120409225511393,0.1363682715298307,0.13726388613226126,0.09679571958714211,0.07849140486535555,0.14193124875756907,0.12444647729565339,0.03427004599881801
4,glass,001 knn,004 l1,0.7037037037037037,0.7037037037037037,0.004302024841308594,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6111111111111112,0.6111111111111112,0.019559144973754883,0,False,False,True,True,False,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.6296296296296297,0.6296296296296297,0.019559144973754883,0,0.02985074626865669,0.02985074626865669,0.7313432835820896,0.02985074626865669,0.0,0.4328358208955224,0.07462686567164178,1.0,0.9104477611940298
7,glass,001 knn,006 forward selection,0.5185185185185185,0.5185185185185185,6.351622581481934,0,True,False,True,False,True,False,False,True,False
8,glass,001 knn,007 backward selection,0.7037037037037037,0.7037037037037037,2.008815288543701,0,True,True,True,True,True,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.48148148148148145,0.48148148148148145,2.14502215385437,0,False,False,True,False,True,False,False,False,True
10,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.37033987045288,65,True,False,True,True,False,True,True,True,False
11,glass,001 knn,013 bayesian weighting,0.7777777777777778,0.7777777777777778,77.84656476974487,160,0.649252266052472,0.505070786257769,0.5873902957478558,0.6933991834735047,0.9488272962526106,0.3900976121400441,0.2692660301888669,0.10401097631747093,0.0756912589174702
