,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,17289.361698113207,0.6019792423434972,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,4431.195027631143,0.8979888538965582,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,17289.361698113207,0.6019792423434972,0.015743255615234375,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,14360.700188679248,0.6694003590543328,0.015743255615234375,0,0.31837405020062287,0.7446783195830006,0.8327416878944838,0.675221201487821,0.5879727201236798,0.5690656327895223
4,machine,001 knn,003 feature importance selection,16205.863018867922,0.6269226134617086,0.1280367374420166,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,14006.202264150941,0.6775613042050038,0.1280367374420166,0,0.0383044371165822,0.09519875448516432,0.5255480050693353,0.11564607369912634,0.1225583948010732,0.10274433482871864
6,machine,001 knn,004 l1,14087.228867924525,0.675695979689998,0.0058062076568603516,0,True,True,True,True,False,True
7,machine,001 knn,005 relieff selection,20398.96811320754,0.5303925682394766,0.029885292053222656,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,17530.503396226413,0.5964278863674076,0.029885292053222656,0,1.0,0.19008264462809918,0.1349862258953168,0.349862258953168,0.024793388429752067,0.8622589531680441
9,machine,001 knn,006 forward selection,13006.586603773587,0.7005735928860903,5.548168420791626,0,True,True,True,True,True,False
10,machine,001 knn,007 backward selection,13019.592641509435,0.7002741791145399,1.2612805366516113,0,True,True,True,True,True,False
11,machine,001 knn,008 stepwise selection,13019.592641509435,0.7002741791145399,2.0988309383392334,0,True,True,True,True,True,False
12,machine,001 knn,009 bayesian selection,12584.903773584907,0.7102812109285049,29.017277240753174,29,True,False,True,True,False,False
13,machine,001 knn,013 bayesian weighting,12440.47641509434,0.713606092879411,74.16597700119019,195,0.45604207932953666,0.4369453413377325,0.7778086594665875,0.952782021600916,0.7496046134438566,0.12593436785360357
