,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,22.139567419345816,0.1493661099642155,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,17.71103970323326,0.3195164876539084,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,22.139567419345816,0.1493661099642155,0.0397181510925293,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,22.61160077226559,0.13122991246697258,0.0397181510925293,0,0.01114806965620841,0.08251928306749609,0.1691886977304867,0.0723942976548489,0.08904734644487927,0.07092331257351274,0.24010061712730102,0.1674355831781595,0.050091495649239974,0.0859685452898468,0.029678839314014882,0.003330537882390429,0.09413022407761035,0.08950919160248771,0.3346724049548325,0.09620487546414273,0.0005685560176796739,0.16814681889404032,0.024079755894761662,0.0537010763160225,0.21102258293626222,,0.06785477924585732,0.021495004260557695,0.005329637594623417,0.14934141293595737,0.00043672735540636664,0.022655440179935597,0.050830367385789915,0.016051770227709018
4,student,001 knn,003 feature importance selection,26.642071686393017,-0.02362655276660175,0.20760798454284668,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,21.619491312012087,0.16934817889612197,0.20760798454284668,0,0.011564688050562395,0.021609192822998353,0.04029708435393242,0.00811561689704251,0.014280930324919654,0.0076374005743196135,0.04899312748529922,0.038545428164181265,0.007581983374369657,0.010201772208440004,0.008569689177137818,0.00969510413600966,0.04135625913377799,0.0303114799582242,0.12769257037797654,0.028321694746609633,0.019433745678137437,0.013837114484443086,0.01447045396840574,0.010749563376939594,0.02451593212403818,0.0,0.013806075693084478,0.032716148739108886,0.04200746659141658,0.06662898163744929,0.012537451125590397,0.03221992613284657,0.05490971017675332,0.20739340848598567
6,student,001 knn,004 l1,21.858697781135454,0.1601575237447329,0.014855146408081055,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,22.24897171157559,0.1451626403605275,0.056121826171875,0,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,20.85536808528498,0.19870688769589762,0.056121826171875,0,0.07511737089201875,0.4741784037558685,0.45484949832775917,0.295774647887324,0.5,0.17840375586854462,0.11705685618729098,0.2140468227424749,0.19483568075117375,0.07981220657277,0.3685446009389671,0.4295774647887324,0.6596244131455399,0.013377926421404682,0.4154929577464789,0.09859154929577463,0.4976525821596244,0.5140845070422535,0.528169014084507,0.3215962441314554,0.04460093896713613,0.0,0.48122065727699526,0.9647887323943662,0.2809364548494983,0.3612040133779264,0.6173708920187793,0.1939799331103679,0.42474916387959866,1.0
9,student,001 knn,006 forward selection,24.877109040543942,0.044185839985686926,13.83795952796936,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10,student,001 knn,007 backward selection,21.026861411902964,0.1921178684629039,22.104764223098755,0,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True
11,student,001 knn,008 stepwise selection,22.96046335935533,0.11782611220641348,10.434260845184326,0,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False
12,student,001 knn,009 bayesian selection,18.469067405355496,0.29039197763987423,42.931963205337524,56,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
13,student,001 knn,013 bayesian weighting,16.488485967710343,0.3664887531967719,111.4129548072815,335,0.10253811119836555,0.23762717884963197,0.014756663340745393,0.3180896415696578,0.13413633860564717,0.1422878957405627,0.059885688648591354,0.031084301954815617,0.20063797743653722,0.9360044468451507,0.7873634844097874,0.2684513346135745,0.0881984355916443,0.8006074022751005,0.9096445547271778,0.807376776503065,0.9406897003308341,0.04809866106742102,0.2957252146276394,0.8992515701507938,0.07491369992684453,0.7309921798515927,0.17934202042190855,0.04341571630615415,0.5540709232194068,0.06883386024461563,0.8799498206993032,0.6261329092626108,0.0278108358039958,0.9119644834309053
